experiment,param,param_name,actual_corr,model,PEHE,ATE_Bias
signal_strength,0.1,signal,0.5722778474891612,T-Learner (Linear),0.1860974233899892,0.03523492431974935
signal_strength,0.1,signal,0.5722778474891612,S-Learner (Linear),0.5608150400191388,0.03724008992453749
signal_strength,0.1,signal,0.5722778474891612,Naive ATE,0.5619241650248494,0.05130382466048345
signal_strength,0.1,signal,0.6219781031833012,T-Learner (Linear),0.17646613435162103,0.03843436694081764
signal_strength,0.1,signal,0.6219781031833012,S-Learner (Linear),0.5643626560871184,0.040871761926043304
signal_strength,0.1,signal,0.6219781031833012,Naive ATE,0.5649485364655014,0.04829225809323901
signal_strength,0.1,signal,0.5998216431464894,T-Learner (Linear),0.15871356119456603,0.017402819409556514
signal_strength,0.1,signal,0.5998216431464894,S-Learner (Linear),0.5486706745080021,0.01820502204050281
signal_strength,0.1,signal,0.5998216431464894,Naive ATE,0.5533663362395441,0.07420388025976425
signal_strength,0.1,signal,0.5665342192189594,T-Learner (Linear),0.20255707284868016,0.08171392050445483
signal_strength,0.1,signal,0.5665342192189594,S-Learner (Linear),0.5585145396737485,0.07735427461707664
signal_strength,0.1,signal,0.5665342192189594,Naive ATE,0.5535364290301976,0.0211606010797872
signal_strength,0.1,signal,0.6058392146707726,T-Learner (Linear),0.16839621087474654,0.005100703920440042
signal_strength,0.1,signal,0.6058392146707726,S-Learner (Linear),0.5762081860212104,0.005165592149525718
signal_strength,0.1,signal,0.6058392146707726,Naive ATE,0.5784340720448943,0.05095866370735529
signal_strength,0.1,signal,0.5648760213376495,T-Learner (Linear),0.17500759652197823,0.07746565215672621
signal_strength,0.1,signal,0.5648760213376495,S-Learner (Linear),0.5594626923298088,0.07902366503729213
signal_strength,0.1,signal,0.5648760213376495,Naive ATE,0.5596217717924687,0.08014214241676965
signal_strength,0.1,signal,0.5716369753194328,T-Learner (Linear),0.1795427316345945,0.04467975829905916
signal_strength,0.1,signal,0.5716369753194328,S-Learner (Linear),0.5603384267763625,0.038171235660564615
signal_strength,0.1,signal,0.5716369753194328,Naive ATE,0.5823734752168114,0.16320770614695698
signal_strength,0.5,signal,0.5642068471421826,T-Learner (Linear),0.18239762655622005,0.032107486336106175
signal_strength,0.5,signal,0.5642068471421826,S-Learner (Linear),0.5425181909394373,0.03182165287987018
signal_strength,0.5,signal,0.5642068471421826,Naive ATE,0.5419643047731929,0.02029624940961989
signal_strength,0.5,signal,0.5821849154707172,T-Learner (Linear),0.22107399892597382,0.008335861483846924
signal_strength,0.5,signal,0.5821849154707172,S-Learner (Linear),0.562600366719642,0.00669153377902466
signal_strength,0.5,signal,0.5821849154707172,Naive ATE,0.563835663324207,0.03789801086453838
signal_strength,0.5,signal,0.5954933354940128,T-Learner (Linear),0.17615049893589851,0.034434225006943514
signal_strength,0.5,signal,0.5954933354940128,S-Learner (Linear),0.5596864500392332,0.03626909092677543
signal_strength,0.5,signal,0.5954933354940128,Naive ATE,0.5585642601943023,0.007781861316151297
signal_strength,0.5,signal,0.5864050981699079,T-Learner (Linear),0.1559078900532658,0.042998127322547854
signal_strength,0.5,signal,0.5864050981699079,S-Learner (Linear),0.5655968538012485,0.04153317518968498
signal_strength,0.5,signal,0.5864050981699079,Naive ATE,0.5857222321886046,0.15778382962606774
signal_strength,0.5,signal,0.5712530122270186,T-Learner (Linear),0.1767808165901136,0.019013880552513743
signal_strength,0.5,signal,0.5712530122270186,S-Learner (Linear),0.5552560559113171,0.014364179756429746
signal_strength,0.5,signal,0.5712530122270186,Naive ATE,0.5631826297716498,0.09524555900615196
signal_strength,0.5,signal,0.5788517820485176,T-Learner (Linear),0.08792344994986835,0.011964470711511714
signal_strength,0.5,signal,0.5788517820485176,S-Learner (Linear),0.5478015198486869,0.013125211845650187
signal_strength,0.5,signal,0.5788517820485176,Naive ATE,0.5595020540798211,0.1145788573734305
signal_strength,0.5,signal,0.5457278167781333,T-Learner (Linear),0.20809507307483208,0.01574032859447054
signal_strength,0.5,signal,0.5457278167781333,S-Learner (Linear),0.561564252894235,0.012701141197873989
signal_strength,0.5,signal,0.5457278167781333,Naive ATE,0.562710980974275,0.03808617817659007
signal_strength,0.5,signal,0.5783185458679606,T-Learner (Linear),0.208391969061459,0.0920811608190443
signal_strength,0.5,signal,0.5783185458679606,S-Learner (Linear),0.554914051960766,0.09031703173399058
signal_strength,0.5,signal,0.5783185458679606,Naive ATE,0.5579805238347936,0.10756312628718781
signal_strength,0.5,signal,0.5668059228710186,T-Learner (Linear),0.22622752707155028,0.050323784215797196
signal_strength,0.5,signal,0.5668059228710186,S-Learner (Linear),0.5711129196268164,0.05161137669035921
signal_strength,0.5,signal,0.5668059228710186,Naive ATE,0.576397325898056,0.09342186329568439
signal_strength,0.5,signal,0.5474816678842337,T-Learner (Linear),0.1650879074019853,0.025202599765290427
signal_strength,0.5,signal,0.5474816678842337,S-Learner (Linear),0.5598676119665259,0.02404988308107916
signal_strength,0.5,signal,0.5474816678842337,Naive ATE,0.5597983740438796,0.022380203959847474
signal_strength,1.0,signal,0.5524172328487084,T-Learner (Linear),0.16352976046503753,0.08300521839912464
signal_strength,1.0,signal,0.5524172328487084,S-Learner (Linear),0.5704322568500109,0.08311055992583391
signal_strength,1.0,signal,0.5524172328487084,Naive ATE,0.577954299733608,0.12468190765605927
signal_strength,1.0,signal,0.608113433320832,T-Learner (Linear),0.17494903324547056,0.03763155415744915
signal_strength,1.0,signal,0.608113433320832,S-Learner (Linear),0.5605300860214905,0.0374183867626038
signal_strength,1.0,signal,0.608113433320832,Naive ATE,0.5598752761361238,0.02581633516123255
signal_strength,1.0,signal,0.6065709892754282,T-Learner (Linear),0.24567662575504867,0.11110166299072691
signal_strength,1.0,signal,0.6065709892754282,S-Learner (Linear),0.5801642204085183,0.11050480220028727
signal_strength,1.0,signal,0.6065709892754282,Naive ATE,0.5896808816193285,0.15278851663148404
signal_strength,1.0,signal,0.5849211903123579,T-Learner (Linear),0.18421159301279683,0.005935663374535376
signal_strength,1.0,signal,0.5849211903123579,S-Learner (Linear),0.548153993183888,0.008630779472289733
signal_strength,1.0,signal,0.5849211903123579,Naive ATE,0.562627711441453,0.12708907031174752
signal_strength,1.0,signal,0.5905872485188984,T-Learner (Linear),0.17930611648563494,0.07095453170097796
signal_strength,1.0,signal,0.5905872485188984,S-Learner (Linear),0.577225899725203,0.07114802420788359
signal_strength,1.0,signal,0.5905872485188984,Naive ATE,0.5765576834646466,0.06550621647779101
signal_strength,1.0,signal,0.5737689697723566,T-Learner (Linear),0.13101170854540584,0.07739005465045981
signal_strength,1.0,signal,0.5737689697723566,S-Learner (Linear),0.5677384473639164,0.0755654364293919
signal_strength,1.0,signal,0.5737689697723566,Naive ATE,0.5776006025684114,0.13040570023954423
signal_strength,1.0,signal,0.5832082949388694,T-Learner (Linear),0.16797448239278429,0.0006650993141978194
signal_strength,1.0,signal,0.5832082949388694,S-Learner (Linear),0.5761689110871311,0.0004521121096264756
signal_strength,1.0,signal,0.5832082949388694,Naive ATE,0.5761717754602841,0.0018722016679577676
signal_strength,1.0,signal,0.5353881981690392,T-Learner (Linear),0.21947381147244155,0.053479422455421005
signal_strength,1.0,signal,0.5353881981690392,S-Learner (Linear),0.5552813384231765,0.05414368167947409
signal_strength,1.0,signal,0.5353881981690392,Naive ATE,0.5577560997375486,0.07540583703677248
signal_strength,1.0,signal,0.6021613220018863,T-Learner (Linear),0.1468106220931236,0.015891363852649724
signal_strength,1.0,signal,0.6021613220018863,S-Learner (Linear),0.5882077158675768,0.017679455627653485
signal_strength,1.0,signal,0.6021613220018863,Naive ATE,0.5913741846806857,0.06362132073357102
signal_strength,1.0,signal,0.559967006928824,T-Learner (Linear),0.2432157612504603,0.09206897742758416
signal_strength,1.0,signal,0.559967006928824,S-Learner (Linear),0.5565910690721396,0.09476103282399595
signal_strength,1.0,signal,0.559967006928824,Naive ATE,0.5594533126113999,0.11033605105708617
treatment_confounding,0.0,confounding,0.001977531317835726,T-Learner (Linear),0.2255357758282048,0.020895876767667673
treatment_confounding,0.0,confounding,0.001977531317835726,S-Learner (Linear),0.5694597817468581,0.022481410328055285
treatment_confounding,0.0,confounding,0.001977531317835726,Naive ATE,0.5690336823596689,0.004505823228193165
treatment_confounding,0.0,confounding,0.019621893651579365,T-Learner (Linear),0.19495378762518503,0.07021791215192223
treatment_confounding,0.0,confounding,0.019621893651579365,S-Learner (Linear),0.5513857729014771,0.07057318126190201
treatment_confounding,0.0,confounding,0.019621893651579365,Naive ATE,0.549003345840503,0.048569302026413255
treatment_confounding,0.0,confounding,-0.022546330627640512,T-Learner (Linear),0.26206380395062145,0.05336902896776424
treatment_confounding,0.0,confounding,-0.022546330627640512,S-Learner (Linear),0.5663592785628915,0.055233630555722835
treatment_confounding,0.0,confounding,-0.022546330627640512,Naive ATE,0.5643632808908021,0.02817506606766802
treatment_confounding,0.0,confounding,0.024598025083519624,T-Learner (Linear),0.26028619437744355,0.06152647831506508
treatment_confounding,0.0,confounding,0.024598025083519624,S-Learner (Linear),0.5691671830901238,0.061987383517654426
treatment_confounding,0.0,confounding,0.024598025083519624,Naive ATE,0.5669083795083885,0.03572483961398902
treatment_confounding,0.0,confounding,-0.025680760817843543,T-Learner (Linear),0.36932503403939115,0.12244418304301027
treatment_confounding,0.0,confounding,-0.025680760817843543,S-Learner (Linear),0.5684789114749094,0.12145220896441151
treatment_confounding,0.0,confounding,-0.025680760817843543,Naive ATE,0.559564829776995,0.06852127402489354
treatment_confounding,0.0,confounding,0.019150424514421064,T-Learner (Linear),0.2669138448815105,0.04824465627250359
treatment_confounding,0.0,confounding,0.019150424514421064,S-Learner (Linear),0.5663496471252524,0.04972427114681565
treatment_confounding,0.0,confounding,0.019150424514421064,Naive ATE,0.5651454471017399,0.03331601299690013
treatment_confounding,0.0,confounding,0.004570632582872143,T-Learner (Linear),0.24131412428819474,0.007777665714485203
treatment_confounding,0.0,confounding,0.004570632582872143,S-Learner (Linear),0.5419612090687115,0.006963428297145706
treatment_confounding,0.0,confounding,0.004570632582872143,Naive ATE,0.542117985509958,0.014779966569822516
treatment_confounding,0.0,confounding,0.010348487467482115,T-Learner (Linear),0.20630177102343747,0.01577230188162102
treatment_confounding,0.0,confounding,0.010348487467482115,S-Learner (Linear),0.5433016486631829,0.017838828493583495
treatment_confounding,0.0,confounding,0.010348487467482115,Naive ATE,0.5444040336303801,0.0389524607042862
treatment_confounding,0.0,confounding,-0.020558707638351964,T-Learner (Linear),0.1756406909354294,0.04101595587590992
treatment_confounding,0.0,confounding,-0.020558707638351964,S-Learner (Linear),0.5557564725636333,0.04356732700196085
treatment_confounding,0.0,confounding,-0.020558707638351964,Naive ATE,0.5541369942917707,0.01003312655363861
treatment_confounding,0.0,confounding,-0.03382119681960862,T-Learner (Linear),0.21829823524696254,0.0644609702755107
treatment_confounding,0.0,confounding,-0.03382119681960862,S-Learner (Linear),0.5904080934692928,0.06287693745679152
treatment_confounding,0.0,confounding,-0.03382119681960862,Naive ATE,0.6028474022090042,0.13710135951202307
treatment_confounding,0.3,confounding,0.18420158554978133,T-Learner (Linear),0.18159477926554018,0.10964483806807666
treatment_confounding,0.3,confounding,0.18420158554978133,S-Learner (Linear),0.582563380534915,0.12175862091428051
treatment_confounding,0.3,confounding,0.18420158554978133,Naive ATE,0.586976210352772,0.14137234859328404
treatment_confounding,0.3,confounding,0.05478240408484317,T-Learner (Linear),0.28197968257239003,0.025476643859263067
treatment_confounding,0.3,confounding,0.05478240408484317,S-Learner (Linear),0.5483323228298965,0.030214552532894404
treatment_confounding,0.3,confounding,0.05478240408484317,Naive ATE,0.5490092931482883,0.04069136134262691
treatment_confounding,0.3,confounding,0.02481373125138077,T-Learner (Linear),0.17152050546727515,0.032778455116553265
treatment_confounding,0.3,confounding,0.02481373125138077,S-Learner (Linear),0.5784369180240414,0.03652780060649071
treatment_confounding,0.3,confounding,0.02481373125138077,Naive ATE,0.5800382403501458,0.056474528351191704
treatment_confounding,0.3,confounding,0.1349924346674099,T-Learner (Linear),0.16341236959041852,0.03699025722801905
treatment_confounding,0.3,confounding,0.1349924346674099,S-Learner (Linear),0.5637234454502131,0.0369591321385597
treatment_confounding,0.3,confounding,0.1349924346674099,Naive ATE,0.586123992566764,0.16469119333036641
treatment_confounding,0.3,confounding,0.16603671924819416,T-Learner (Linear),0.18636139695453946,0.021996324993321856
treatment_confounding,0.3,confounding,0.16603671924819416,S-Learner (Linear),0.5661024347320847,0.01693548653001395
treatment_confounding,0.3,confounding,0.16603671924819416,Naive ATE,0.6033691405839697,0.209449669141425
treatment_confounding,0.3,confounding,0.18802522722693926,T-Learner (Linear),0.18553444047178386,0.006000950231046359
treatment_confounding,0.3,confounding,0.18802522722693926,S-Learner (Linear),0.5716923662084699,0.005310163109126244
treatment_confounding,0.3,confounding,0.18802522722693926,Naive ATE,0.6404235597653581,0.2886838619558423
treatment_confounding,0.3,confounding,0.19617484262031465,T-Learner (Linear),0.14527704965999363,0.03302801452358187
treatment_confounding,0.3,confounding,0.19617484262031465,S-Learner (Linear),0.5629236360514487,0.023951898817101233
treatment_confounding,0.3,confounding,0.19617484262031465,Naive ATE,0.6236045286029404,0.2693942863641622
treatment_confounding,0.3,confounding,0.15405553195786573,T-Learner (Linear),0.1784395298015327,0.039947148895258
treatment_confounding,0.3,confounding,0.15405553195786573,S-Learner (Linear),0.5576183922249588,0.05041452152966871
treatment_confounding,0.3,confounding,0.15405553195786573,Naive ATE,0.6252978449537293,0.2874034577685096
treatment_confounding,0.3,confounding,0.12683983992210957,T-Learner (Linear),0.23539593837934808,0.029193314774650737
treatment_confounding,0.3,confounding,0.12683983992210957,S-Learner (Linear),0.5606735595496793,0.03153222499401344
treatment_confounding,0.3,confounding,0.12683983992210957,Naive ATE,0.5942150335042363,0.19932623228618426
treatment_confounding,0.3,confounding,0.16468659583062628,T-Learner (Linear),0.17607615401975082,0.057294450792483693
treatment_confounding,0.3,confounding,0.16468659583062628,S-Learner (Linear),0.5743376837963273,0.057573215230199364
treatment_confounding,0.3,confounding,0.16468659583062628,Naive ATE,0.6092876727176206,0.21138204325123566
treatment_confounding,0.7,confounding,0.33557741188363815,T-Learner (Linear),0.19870004376824732,0.05511149487227039
treatment_confounding,0.7,confounding,0.33557741188363815,S-Learner (Linear),0.5453418680229465,0.01545767242051007
treatment_confounding,0.7,confounding,0.33557741188363815,Naive ATE,0.7103392774534124,0.45543723575366446
treatment_confounding,0.7,confounding,0.2953504941047475,T-Learner (Linear),0.22420732860793502,0.13723315795073843
treatment_confounding,0.7,confounding,0.2953504941047475,S-Learner (Linear),0.5803282692102469,0.12983146184552788
treatment_confounding,0.7,confounding,0.2953504941047475,Naive ATE,0.6482546685829659,0.31671663009699513
treatment_confounding,0.7,confounding,0.2667163252828357,T-Learner (Linear),0.2189437761846947,0.1490118018762794
treatment_confounding,0.7,confounding,0.2667163252828357,S-Learner (Linear),0.568581596164233,0.15141212819810826
treatment_confounding,0.7,confounding,0.2667163252828357,Naive ATE,0.5873157556889217,0.21114070651881078
treatment_confounding,0.7,confounding,0.3126636702730493,T-Learner (Linear),0.2552959198317843,0.08695704902871221
treatment_confounding,0.7,confounding,0.3126636702730493,S-Learner (Linear),0.5691116797093059,0.07384173400009172
treatment_confounding,0.7,confounding,0.3126636702730493,Naive ATE,0.8023271320898266,0.5703449172089453
treatment_confounding,0.7,confounding,0.3494218082520524,T-Learner (Linear),0.17305893808193146,0.017471913809215957
treatment_confounding,0.7,confounding,0.3494218082520524,S-Learner (Linear),0.5657057980182323,0.04159446531969578
treatment_confounding,0.7,confounding,0.3494218082520524,Naive ATE,0.7261236294142508,0.45712424441010635
treatment_confounding,0.7,confounding,0.2927543689047065,T-Learner (Linear),0.20911675242641528,0.10609812113914285
treatment_confounding,0.7,confounding,0.2927543689047065,S-Learner (Linear),0.5616959709302368,0.10572683517993262
treatment_confounding,0.7,confounding,0.2927543689047065,Naive ATE,0.6401748680626516,0.3248071144801734
treatment_confounding,0.7,confounding,0.3312232239058057,T-Learner (Linear),0.2593324416143856,0.030337847501363042
treatment_confounding,0.7,confounding,0.3312232239058057,S-Learner (Linear),0.5522018806792446,0.041421852474364355
treatment_confounding,0.7,confounding,0.3312232239058057,Naive ATE,0.7252768427197067,0.4720332100839724
treatment_confounding,0.7,confounding,0.2758462010830136,T-Learner (Linear),0.26971325327566936,0.02373735377870255
treatment_confounding,0.7,confounding,0.2758462010830136,S-Learner (Linear),0.5367213064082871,0.02627079725197741
treatment_confounding,0.7,confounding,0.2758462010830136,Naive ATE,0.6539030310485446,0.37444568104080184
treatment_confounding,0.7,confounding,0.31590285245715094,T-Learner (Linear),0.23396366060125462,0.06922970736220618
treatment_confounding,0.7,confounding,0.31590285245715094,S-Learner (Linear),0.5633125530101345,0.08707615007424871
treatment_confounding,0.7,confounding,0.31590285245715094,Naive ATE,0.6934705657431456,0.41371807923400655
treatment_confounding,0.7,confounding,0.3040720860042982,T-Learner (Linear),0.21422046310601384,0.030482985147710535
treatment_confounding,0.7,confounding,0.3040720860042982,S-Learner (Linear),0.5469666082850015,0.03763381901089533
treatment_confounding,0.7,confounding,0.3040720860042982,Naive ATE,0.7229063944589901,0.4741703163466094
treatment_confounding,0.9,confounding,0.36744346641561626,T-Learner (Linear),0.20795913816196931,0.05322645418959833
treatment_confounding,0.9,confounding,0.36744346641561626,S-Learner (Linear),0.56764260305935,0.014136966447004295
treatment_confounding,0.9,confounding,0.36744346641561626,Naive ATE,0.8437768485389271,0.6244526396313913
treatment_confounding,0.9,confounding,0.33826574498642326,T-Learner (Linear),0.27284690023352853,0.10112076391762143
treatment_confounding,0.9,confounding,0.33826574498642326,S-Learner (Linear),0.5520251188504917,0.11084859924014645
treatment_confounding,0.9,confounding,0.33826574498642326,Naive ATE,0.6506085900022991,0.3617280988482685
treatment_confounding,0.9,confounding,0.3684599503927391,T-Learner (Linear),0.2619754294100583,0.06626256898090258
treatment_confounding,0.9,confounding,0.3684599503927391,S-Learner (Linear),0.5624974042257979,0.08062230985206022
treatment_confounding,0.9,confounding,0.3684599503927391,Naive ATE,0.788754275210586,0.5587753875647153
treatment_confounding,0.9,confounding,0.3852847774818898,T-Learner (Linear),0.21293342815875954,0.08454592754510419
treatment_confounding,0.9,confounding,0.3852847774818898,S-Learner (Linear),0.582431225829346,0.09332159513583706
treatment_confounding,0.9,confounding,0.3852847774818898,Naive ATE,0.888965251678141,0.6780427759284829
treatment_confounding,0.9,confounding,0.38077231100898734,T-Learner (Linear),0.19071724641812773,0.0833154857409908
treatment_confounding,0.9,confounding,0.38077231100898734,S-Learner (Linear),0.5442403576825244,0.06806821557585778
treatment_confounding,0.9,confounding,0.38077231100898734,Naive ATE,0.8705143454500485,0.6828110578158543
treatment_confounding,0.9,confounding,0.3466473608210971,T-Learner (Linear),0.23470983699262318,0.02301443847587973
treatment_confounding,0.9,confounding,0.3466473608210971,S-Learner (Linear),0.5526376300384847,0.0121273439355577
treatment_confounding,0.9,confounding,0.3466473608210971,Naive ATE,0.7387507447904894,0.49039921009814164
treatment_confounding,0.9,confounding,0.4027026121773004,T-Learner (Linear),0.26428417339723287,0.009061784418921394
treatment_confounding,0.9,confounding,0.4027026121773004,S-Learner (Linear),0.5631119937144944,0.0028431162590360835
treatment_confounding,0.9,confounding,0.4027026121773004,Naive ATE,0.8306418496379816,0.6106380664640526
treatment_confounding,0.9,confounding,0.3772715682305918,T-Learner (Linear),0.19768049077871738,0.06992647517346035
treatment_confounding,0.9,confounding,0.3772715682305918,S-Learner (Linear),0.5565471141422749,0.06750525182162098
treatment_confounding,0.9,confounding,0.3772715682305918,Naive ATE,0.8209048197958401,0.6072042423496785
treatment_confounding,0.9,confounding,0.392460065510992,T-Learner (Linear),0.22188961237993293,0.045816185009393134
treatment_confounding,0.9,confounding,0.392460065510992,S-Learner (Linear),0.539559070110221,0.020729832211867152
treatment_confounding,0.9,confounding,0.392460065510992,Naive ATE,0.818586854661018,0.6159465678361594
treatment_confounding,0.9,confounding,0.4000871476029573,T-Learner (Linear),0.15191096635463544,0.006364514980515763
treatment_confounding,0.9,confounding,0.4000871476029573,S-Learner (Linear),0.5463814121983323,0.0068413538458317056
treatment_confounding,0.9,confounding,0.4000871476029573,Naive ATE,0.8014131161949923,0.5863251140246066
