dgp,n,model,rep,PEHE,ATE_Bias,status
heteroskedastic,1000,T-Learner (Linear),4,0.2707146408150469,0.050911089319154536,success
heteroskedastic,1000,T-Learner (Linear),5,0.22060027287400594,0.0014749716595316188,success
heteroskedastic,1000,T-Learner (Linear),6,0.2462593894430156,0.05060806017988118,success
heteroskedastic,1000,T-Learner (Linear),7,0.20502105164829354,0.022283499423211502,success
heteroskedastic,1000,T-Learner (Linear),8,0.24826231814149202,0.035618934387742725,success
heteroskedastic,1000,T-Learner (Linear),9,0.2574568140112374,0.02592354731174634,success
heteroskedastic,1000,X-Learner (Linear),0,0.5641189666385763,0.037665517812336985,success
heteroskedastic,1000,X-Learner (Linear),1,0.581803204922474,0.021524905422523024,success
heteroskedastic,1000,X-Learner (Linear),2,0.5582878864827504,0.027439540526527105,success
heteroskedastic,1000,X-Learner (Linear),3,0.5603992065505277,0.003959620300851288,success
heteroskedastic,1000,X-Learner (Linear),4,0.548283459211041,0.01702264642340021,success
heteroskedastic,1000,X-Learner (Linear),5,0.5411795162723347,0.015032999321764358,success
heteroskedastic,1000,X-Learner (Linear),6,0.5579472986580108,0.005087045215285653,success
heteroskedastic,1000,X-Learner (Linear),7,0.5390775469622883,0.013047482725661278,success
heteroskedastic,1000,X-Learner (Linear),8,0.565617082569448,0.01893277447714057,success
heteroskedastic,1000,X-Learner (Linear),9,0.5559358501004392,0.0221535636663383,success
heteroskedastic,1000,T-Learner (RF),0,0.5159193305840175,0.0811992788345905,success
heteroskedastic,1000,T-Learner (RF),1,0.5222841197336904,0.08653937797622267,success
heteroskedastic,1000,T-Learner (RF),2,0.5430051850163682,0.10330408071624994,success
heteroskedastic,1000,T-Learner (RF),3,0.49890432015035807,0.04665914747607307,success
heteroskedastic,1000,T-Learner (RF),4,0.4468474863934669,0.03604953272410012,success
heteroskedastic,1000,T-Learner (RF),5,0.40253592763752627,0.0847164586603599,success
heteroskedastic,1000,T-Learner (RF),6,0.6635184170065738,0.019966844286621547,success
heteroskedastic,1000,T-Learner (RF),7,0.45404199632199055,0.0465600769902167,success
heteroskedastic,1000,T-Learner (RF),8,0.44293219838477005,0.08332919606467995,success
heteroskedastic,1000,T-Learner (RF),9,0.4858293190997894,0.057509969788057544,success
heteroskedastic,1000,X-Learner (RF),0,0.518682274504525,0.011204967158830306,success
heteroskedastic,1000,X-Learner (RF),1,0.5738712788621965,0.01381835298075585,success
heteroskedastic,1000,X-Learner (RF),2,0.5977049614147021,0.022571398944477704,success
heteroskedastic,1000,X-Learner (RF),3,0.5797967899181422,0.00971648179348935,success
heteroskedastic,1000,X-Learner (RF),4,0.5577719909388908,0.004933468468614251,success
heteroskedastic,1000,X-Learner (RF),5,0.5402135310621119,0.01931329035305683,success
heteroskedastic,1000,X-Learner (RF),6,0.544850761344454,0.020716040322279076,success
heteroskedastic,1000,X-Learner (RF),7,0.556134285057337,0.003815542131762907,success
heteroskedastic,1000,X-Learner (RF),8,0.5641300454206291,0.03776464668828135,success
heteroskedastic,1000,X-Learner (RF),9,0.5755214123250865,0.014467449678430801,success
heteroskedastic,1000,T-Learner (LGBM),0,0.402946515493137,0.10217288309890053,success
heteroskedastic,1000,T-Learner (LGBM),1,0.3897819220594439,0.08126089756008892,success
heteroskedastic,1000,T-Learner (LGBM),2,0.3295234330685158,0.044749589885562796,success
heteroskedastic,1000,T-Learner (LGBM),3,0.37800459673523934,0.00013031568382797449,success
heteroskedastic,1000,T-Learner (LGBM),4,0.4064197036046754,0.08349183821671788,success
heteroskedastic,1000,T-Learner (LGBM),5,0.4099895193990394,0.1042777066150394,success
heteroskedastic,1000,T-Learner (LGBM),6,0.4385126773323467,0.05865320827098543,success
heteroskedastic,1000,T-Learner (LGBM),7,0.48837639305358643,0.08419846811238957,success
heteroskedastic,1000,T-Learner (LGBM),8,0.4298776334194316,0.0368555207802692,success
heteroskedastic,1000,T-Learner (LGBM),9,0.374450379301268,0.0051216278742192076,success
heteroskedastic,1000,X-Learner (LGBM),0,0.5403206106842529,0.03176278220686006,success
heteroskedastic,1000,X-Learner (LGBM),1,0.5604400359061809,0.02071752928553179,success
heteroskedastic,1000,X-Learner (LGBM),2,0.5709878433432812,0.012177795341807119,success
heteroskedastic,1000,X-Learner (LGBM),3,0.5464323135321171,0.004763612533894804,success
heteroskedastic,1000,X-Learner (LGBM),4,0.5413911858019029,0.002198663201691253,success
heteroskedastic,1000,X-Learner (LGBM),5,0.5602262611771183,0.010470430645159493,success
heteroskedastic,1000,X-Learner (LGBM),6,0.5726307766137334,0.06540429477947617,success
heteroskedastic,1000,X-Learner (LGBM),7,0.5442621696804756,0.04368765861241633,success
heteroskedastic,1000,X-Learner (LGBM),8,0.5451246727573351,0.03356793798362959,success
heteroskedastic,1000,X-Learner (LGBM),9,0.5505888642049159,0.021105834811718197,success
heteroskedastic,5000,Naive ATE,0,0.5556447394982151,0.031810491303099285,success
heteroskedastic,5000,Naive ATE,1,0.557679221171658,0.031486108428827736,success
heteroskedastic,5000,Naive ATE,2,0.5647099483419306,0.015315677705656262,success
heteroskedastic,5000,Naive ATE,3,0.5502575536681494,0.00547967794695336,success
heteroskedastic,5000,Naive ATE,4,0.5697190119384742,0.0890631724345968,success
heteroskedastic,5000,Naive ATE,5,0.5662713745851025,0.10105780190157813,success
heteroskedastic,5000,Naive ATE,6,0.5571484126146822,0.05671580118725637,success
heteroskedastic,5000,Naive ATE,7,0.563567878351012,0.05269963153429609,success
heteroskedastic,5000,Naive ATE,8,0.5630705614033076,0.05418009475391154,success
heteroskedastic,5000,Naive ATE,9,0.5623732675535001,0.07052442987281313,success
heteroskedastic,5000,S-Learner (Linear),0,0.5621437787924894,0.04844074778467672,success
heteroskedastic,5000,S-Learner (Linear),1,0.5635665083005483,0.0541011563271175,success
heteroskedastic,5000,S-Learner (Linear),2,0.5690591762525129,0.014791998739079323,success
heteroskedastic,5000,S-Learner (Linear),3,0.5539757876386063,0.021690467898066966,success
heteroskedastic,5000,S-Learner (Linear),4,0.5669494889535198,0.08923301798418688,success
heteroskedastic,5000,S-Learner (Linear),5,0.5532610913334965,0.006276980439992256,success
heteroskedastic,5000,S-Learner (Linear),6,0.5591368353594963,0.02278630379524696,success
heteroskedastic,5000,S-Learner (Linear),7,0.551984006299603,0.014117174990897506,success
heteroskedastic,5000,S-Learner (Linear),8,0.5595714153959301,0.05099775239106751,success
heteroskedastic,5000,S-Learner (Linear),9,0.564446027953563,0.03601765444926039,success
heteroskedastic,5000,T-Learner (Linear),0,0.09727073685817152,0.0025471547621349236,success
heteroskedastic,5000,T-Learner (Linear),1,0.1522487443335508,0.05739340695542757,success
heteroskedastic,5000,T-Learner (Linear),2,0.13988795208541963,0.017408064086816465,success
heteroskedastic,5000,T-Learner (Linear),3,0.12277028107832752,0.024961753910281742,success
heteroskedastic,5000,T-Learner (Linear),4,0.11800046851074031,0.013746184590850965,success
heteroskedastic,5000,T-Learner (Linear),5,0.11074266027954545,0.006177810178089792,success
heteroskedastic,5000,T-Learner (Linear),6,0.10374098298841625,0.015547670005783162,success
heteroskedastic,5000,T-Learner (Linear),7,0.06752518087218473,0.0385872949069371,success
heteroskedastic,5000,T-Learner (Linear),8,0.13177216475508668,0.023646946184184656,success
heteroskedastic,5000,T-Learner (Linear),9,0.06896120480020436,0.0031223715366211395,success
heteroskedastic,5000,X-Learner (Linear),0,0.5535390539913136,0.006444343632133536,success
heteroskedastic,5000,X-Learner (Linear),1,0.5586410747980586,0.006395827949453208,success
heteroskedastic,5000,X-Learner (Linear),2,0.5562952354794498,0.0008451122803937559,success
heteroskedastic,5000,X-Learner (Linear),3,0.5592177866040139,0.0016264032142937566,success
heteroskedastic,5000,X-Learner (Linear),4,0.5622670033150912,0.006808674679939019,success
heteroskedastic,5000,X-Learner (Linear),5,0.5567728323778657,0.01059161616045565,success
heteroskedastic,5000,X-Learner (Linear),6,0.562371337158359,0.019490575245448043,success
heteroskedastic,5000,X-Learner (Linear),7,0.5620497988261807,0.006552652435749887,success
heteroskedastic,5000,X-Learner (Linear),8,0.5562355352735912,0.009254295183690893,success
heteroskedastic,5000,X-Learner (Linear),9,0.5619418937468961,9.712264493095023e-05,success
heteroskedastic,5000,T-Learner (RF),0,0.3221255531059899,0.08946314999750596,success
heteroskedastic,5000,T-Learner (RF),1,0.2956933443114176,0.0393241978687342,success
heteroskedastic,5000,T-Learner (RF),2,0.22194782898229165,0.04779096136096448,success
heteroskedastic,5000,T-Learner (RF),3,0.28300109817858266,0.051084337880809835,success
heteroskedastic,5000,T-Learner (RF),4,0.25403484241850954,0.001146209850465955,success
heteroskedastic,5000,T-Learner (RF),5,0.27135529520836893,0.009820154524207174,success
heteroskedastic,5000,T-Learner (RF),6,0.2902520426162326,0.035525548350225526,success
heteroskedastic,5000,T-Learner (RF),7,0.19509975162842325,0.04291962347217792,success
heteroskedastic,5000,T-Learner (RF),8,0.35945931727357033,0.01723737016709372,success
heteroskedastic,5000,T-Learner (RF),9,0.3118151779034002,0.05443994642637614,success
heteroskedastic,5000,X-Learner (RF),0,0.5604587961169221,0.003120976234980175,success
heteroskedastic,5000,X-Learner (RF),1,0.5686053680407483,0.010461139031266333,success
heteroskedastic,5000,X-Learner (RF),2,0.5652062739517215,0.00223429585340237,success
heteroskedastic,5000,X-Learner (RF),3,0.5586241060203115,0.005509922103046388,success
heteroskedastic,5000,X-Learner (RF),4,0.553192926846751,0.015304362765923972,success
heteroskedastic,5000,X-Learner (RF),5,0.571384744463512,0.006272572181577721,success
heteroskedastic,5000,X-Learner (RF),6,0.5714243159139784,0.004132671868873253,success
heteroskedastic,5000,X-Learner (RF),7,0.5415942483726642,0.017211112745532758,success
heteroskedastic,5000,X-Learner (RF),8,0.5642444988124666,0.00507531196423987,success
heteroskedastic,5000,X-Learner (RF),9,0.5474368066277618,0.011546797177262239,success
heteroskedastic,5000,T-Learner (LGBM),0,0.2383714781278996,0.013702046149273568,success
heteroskedastic,5000,T-Learner (LGBM),1,0.22613274952444795,0.01259099742855311,success
heteroskedastic,5000,T-Learner (LGBM),2,0.20690775545851547,0.010360636968862233,success
heteroskedastic,5000,T-Learner (LGBM),3,0.26458062616884315,0.04392090902509469,success
heteroskedastic,5000,T-Learner (LGBM),4,0.26252851330920285,0.0019013940308115736,success
heteroskedastic,5000,T-Learner (LGBM),5,0.2514353372411587,0.03376205858056935,success
heteroskedastic,5000,T-Learner (LGBM),6,0.25060928182228065,0.04328618511571535,success
heteroskedastic,5000,T-Learner (LGBM),7,0.293405109728541,0.04886409284123092,success
heteroskedastic,5000,T-Learner (LGBM),8,0.22576541644940218,0.002952114398559736,success
heteroskedastic,5000,T-Learner (LGBM),9,0.20628281418352595,0.008973002334259596,success
heteroskedastic,5000,X-Learner (LGBM),0,0.5530011952513304,0.008051225268232227,success
heteroskedastic,5000,X-Learner (LGBM),1,0.5549885471858708,0.013999307603078229,success
heteroskedastic,5000,X-Learner (LGBM),2,0.5523454664870464,0.015203662946593257,success
heteroskedastic,5000,X-Learner (LGBM),3,0.5475392285400479,0.013753423573787575,success
heteroskedastic,5000,X-Learner (LGBM),4,0.537597261108879,0.007023652651539647,success
heteroskedastic,5000,X-Learner (LGBM),5,0.544201699989215,0.005914616196845963,success
heteroskedastic,5000,X-Learner (LGBM),6,0.5281521036425035,0.010052576973284749,success
heteroskedastic,5000,X-Learner (LGBM),7,0.558445399758868,0.0010863625778777392,success
heteroskedastic,5000,X-Learner (LGBM),8,0.5539180007576783,0.008700616909923561,success
heteroskedastic,5000,X-Learner (LGBM),9,0.5354073691248548,0.0051802119424954425,success
heavy_y,500,Naive ATE,0,0.5844629793441627,0.06626750463115792,success
heavy_y,500,Naive ATE,1,0.5933167136420759,0.1480149678325774,success
heavy_y,500,Naive ATE,2,0.5837932010478558,0.15704159990520955,success
heavy_y,500,Naive ATE,3,0.5918123378253086,0.09128027887043774,success
heavy_y,500,Naive ATE,4,0.5689268366967709,0.0403113967968035,success
heavy_y,500,Naive ATE,5,0.5520680093873688,0.07951010154569688,success
heavy_y,500,Naive ATE,6,0.5990084811102364,0.2531643171273684,success
heavy_y,500,Naive ATE,7,0.6268503371330398,0.18071458787007633,success
heavy_y,500,Naive ATE,8,0.5451257516714609,0.02732946691700709,success
heavy_y,500,Naive ATE,9,0.5336292395132415,0.11059892952508796,success
heavy_y,500,S-Learner (Linear),0,0.5465610063390481,0.012025031073075152,success
heavy_y,500,S-Learner (Linear),1,0.5784508495224553,0.023977182039798126,success
heavy_y,500,S-Learner (Linear),2,0.5415720439834152,0.00880697730372033,success
heavy_y,500,S-Learner (Linear),3,0.5914495434531338,0.15863221063301636,success
heavy_y,500,S-Learner (Linear),4,0.5709547336118458,0.07194401116131202,success
heavy_y,500,S-Learner (Linear),5,0.5591758244527225,0.03931365679379732,success
heavy_y,500,S-Learner (Linear),6,0.5976878213114184,0.09881347673107908,success
heavy_y,500,S-Learner (Linear),7,0.5737264783360717,0.11529310278456906,success
heavy_y,500,S-Learner (Linear),8,0.5608597043847244,0.037344266841421524,success
heavy_y,500,S-Learner (Linear),9,0.5946321831357942,0.0711562557698633,success
heavy_y,500,T-Learner (Linear),0,0.3150456946586438,0.005028892980202891,success
heavy_y,500,T-Learner (Linear),1,0.6490181411591331,0.2371380640509464,success
heavy_y,500,T-Learner (Linear),2,0.27631779324115907,0.04072975456253083,success
heavy_y,500,T-Learner (Linear),3,0.4831095914191135,0.23719509029209282,success
heavy_y,500,T-Learner (Linear),4,0.32688178497949083,0.11089047357375388,success
heavy_y,500,T-Learner (Linear),5,0.6004445359160994,0.07703065970904177,success
heavy_y,500,T-Learner (Linear),6,2.3517382850096777,0.5155749475635926,success
heavy_y,500,T-Learner (Linear),7,0.5936525507612234,0.10749702882117781,success
heavy_y,500,T-Learner (Linear),8,0.41520034374931647,0.011142639767932446,success
heavy_y,500,T-Learner (Linear),9,0.47911403055894664,0.01680350924128158,success
heavy_y,500,X-Learner (Linear),0,0.5637291697712057,0.01964444160438397,success
heavy_y,500,X-Learner (Linear),1,0.5791080456350238,0.025113869372271634,success
heavy_y,500,X-Learner (Linear),2,0.5764437196314892,0.022321031037657608,success
heavy_y,500,X-Learner (Linear),3,0.5672476114166473,0.04598466568038582,success
heavy_y,500,X-Learner (Linear),4,0.610063337469531,0.012214693210466079,success
heavy_y,500,X-Learner (Linear),5,0.532288797290311,0.005147274111034382,success
heavy_y,500,X-Learner (Linear),6,0.53897210607266,0.03478484566557231,success
heavy_y,500,X-Learner (Linear),7,0.5598804871634578,0.014682124942680511,success
heavy_y,500,X-Learner (Linear),8,0.5379837366366351,0.007607535073756491,success
heavy_y,500,X-Learner (Linear),9,0.5358562733778249,0.014396320717800767,success
heavy_y,500,T-Learner (RF),0,0.8271326942282599,0.030426460188677118,success
heavy_y,500,T-Learner (RF),1,1.2267551277836468,0.029312184391922125,success
heavy_y,500,T-Learner (RF),2,0.5743665314932421,0.16103403336431307,success
heavy_y,500,T-Learner (RF),3,0.9360540791905866,0.038119443218656644,success
heavy_y,500,T-Learner (RF),4,0.5390215674233374,0.09569266209605222,success
heavy_y,500,T-Learner (RF),5,0.738610817834203,0.008680385347450349,success
heavy_y,500,T-Learner (RF),6,0.7275405075766583,0.25808400103519036,success
heavy_y,500,T-Learner (RF),7,0.8297502350997885,0.026807357686032384,success
heavy_y,500,T-Learner (RF),8,0.683392421615949,0.08382666282717172,success
heavy_y,500,T-Learner (RF),9,0.5146000312393447,0.07265385588214368,success
heavy_y,500,X-Learner (RF),0,0.6060521396736994,0.002140543321656658,success
heavy_y,500,X-Learner (RF),1,0.6316799324252544,0.025637636486007847,success
heavy_y,500,X-Learner (RF),2,0.5797569684676194,0.009340629658394274,success
heavy_y,500,X-Learner (RF),3,0.5591181867260295,0.00666878703254235,success
heavy_y,500,X-Learner (RF),4,0.5985840724943108,0.0465583229114138,success
heavy_y,500,X-Learner (RF),5,0.5665452517211071,0.04452978759051809,success
heavy_y,500,X-Learner (RF),6,0.6130839232168421,0.020858945416554153,success
heavy_y,500,X-Learner (RF),7,0.5468183749339807,0.07227630283652123,success
heavy_y,500,X-Learner (RF),8,0.5911132547955522,0.039073546108751016,success
heavy_y,500,X-Learner (RF),9,0.540484368295797,0.008652164470161691,success
heavy_y,500,T-Learner (LGBM),0,0.6287727028494706,0.16025536570117646,success
heavy_y,500,T-Learner (LGBM),1,0.5122267064726957,0.046021339838968674,success
heavy_y,500,T-Learner (LGBM),2,0.5297324927679105,0.023017869237713647,success
heavy_y,500,T-Learner (LGBM),3,0.5708311936713417,0.007695112660396516,success
heavy_y,500,T-Learner (LGBM),4,0.6339992848552028,0.2579960126395351,success
heavy_y,500,T-Learner (LGBM),5,0.558204997723169,0.06394972601968843,success
heavy_y,500,T-Learner (LGBM),6,0.5928284004909607,0.1247442625280363,success
heavy_y,500,T-Learner (LGBM),7,0.5338223844891882,0.015107719981175391,success
heavy_y,500,T-Learner (LGBM),8,1.0066987520611586,0.29043562283802227,success
heavy_y,500,T-Learner (LGBM),9,0.5717856642094216,0.026766050865829415,success
heavy_y,500,X-Learner (LGBM),0,0.5543071859820549,0.0027307418316971557,success
heavy_y,500,X-Learner (LGBM),1,0.5606946480702977,0.01500874731508198,success
heavy_y,500,X-Learner (LGBM),2,0.5136895817773642,0.02286286940983019,success
heavy_y,500,X-Learner (LGBM),3,0.5651929661290295,0.006122793570713569,success
heavy_y,500,X-Learner (LGBM),4,0.5773180572837375,0.02583249010821758,success
heavy_y,500,X-Learner (LGBM),5,0.5625609959469078,0.042245906682015014,success
heavy_y,500,X-Learner (LGBM),6,0.5660298758149593,0.026372883238879628,success
heavy_y,500,X-Learner (LGBM),7,0.5363542774792646,0.037029251576730204,success
heavy_y,500,X-Learner (LGBM),8,0.5889630100206149,0.022922124907521386,success
heavy_y,500,X-Learner (LGBM),9,0.5874458593827553,0.038364025051238586,success
heavy_y,1000,Naive ATE,0,0.5570636550270324,0.0666871160710172,success
heavy_y,1000,Naive ATE,1,0.5621955435858842,0.008871338392369268,success
heavy_y,1000,Naive ATE,2,0.5475709223513819,0.09269222798685312,success
heavy_y,1000,Naive ATE,3,0.5708876871069439,0.011096868161035053,success
heavy_y,1000,Naive ATE,4,0.5692962008504256,0.16106925911725622,success
heavy_y,1000,Naive ATE,5,0.5569564142080741,0.013918598695659777,success
heavy_y,1000,Naive ATE,6,0.5671668575113584,0.02581109380877089,success
heavy_y,1000,Naive ATE,7,0.5705049495629473,0.007046844133677205,success
heavy_y,1000,Naive ATE,8,0.5658008952530531,0.06736150372881614,success
heavy_y,1000,Naive ATE,9,0.5533995989519471,0.010405782147759592,success
heavy_y,1000,S-Learner (Linear),0,0.5692040084839323,0.10662113354087607,success
heavy_y,1000,S-Learner (Linear),1,0.5727243209676491,0.14629641532156307,success
heavy_y,1000,S-Learner (Linear),2,0.5847940616264538,0.18621533188651607,success
heavy_y,1000,S-Learner (Linear),3,0.5541258617188433,0.011580372462265497,success
heavy_y,1000,S-Learner (Linear),4,0.5619678445708536,0.06934185930462143,success
heavy_y,1000,S-Learner (Linear),5,0.5722821331306982,0.10562268312278653,success
heavy_y,1000,S-Learner (Linear),6,0.5648627091867734,0.0789292341435951,success
heavy_y,1000,S-Learner (Linear),7,0.5691893296608134,0.02313203976869546,success
heavy_y,1000,S-Learner (Linear),8,0.5639705904300969,0.054478038066903656,success
heavy_y,1000,S-Learner (Linear),9,0.5710213907327637,0.10089003253077515,success
heavy_y,1000,T-Learner (Linear),0,0.3346944968525417,0.03936437860400282,success
heavy_y,1000,T-Learner (Linear),1,0.3764446452856564,0.13576184411848208,success
heavy_y,1000,T-Learner (Linear),2,0.3574732383880215,0.10250481654825702,success
heavy_y,1000,T-Learner (Linear),3,0.25285144757355954,0.133281410253286,success
heavy_y,1000,T-Learner (Linear),4,0.313683453674916,0.008952748785704644,success
heavy_y,1000,T-Learner (Linear),5,0.29724443063300043,0.1336085774852455,success
heavy_y,1000,T-Learner (Linear),6,0.29606506796123994,0.10893230770932356,success
heavy_y,1000,T-Learner (Linear),7,0.32215969172791364,0.042594252771741975,success
heavy_y,1000,T-Learner (Linear),8,0.23902633836500314,0.055960778407222175,success
heavy_y,1000,T-Learner (Linear),9,0.38528948775313543,0.023406560551506958,success
heavy_y,1000,X-Learner (Linear),0,0.5611291104476824,0.0006288266765686815,success
heavy_y,1000,X-Learner (Linear),1,0.5635248236606326,0.003706872876730713,success
heavy_y,1000,X-Learner (Linear),2,0.574247592211748,0.025994954756197203,success
heavy_y,1000,X-Learner (Linear),3,0.5539944784215503,0.027071401419998448,success
heavy_y,1000,X-Learner (Linear),4,0.540924248353559,0.01738427766139302,success
heavy_y,1000,X-Learner (Linear),5,0.5582208779005023,0.012976439643679146,success
heavy_y,1000,X-Learner (Linear),6,0.5612221668845526,0.012765644816780941,success
heavy_y,1000,X-Learner (Linear),7,0.5671665556699885,0.014841340983741869,success
heavy_y,1000,X-Learner (Linear),8,0.5708195048426916,0.015231888076696521,success
heavy_y,1000,X-Learner (Linear),9,0.5480108264692408,0.0014252913337366047,success
heavy_y,1000,T-Learner (RF),0,1.6653673059264797,0.041835222553517876,success
heavy_y,1000,T-Learner (RF),1,0.5484632130297354,0.17618521341804974,success
heavy_y,1000,T-Learner (RF),2,0.4987893827742794,0.24194470957563674,success
heavy_y,1000,T-Learner (RF),3,0.6544435968311124,0.07409723168294585,success
heavy_y,1000,T-Learner (RF),4,0.7254000750694858,0.00283961943518426,success
heavy_y,1000,T-Learner (RF),5,0.5260613360465489,0.06096284921792117,success
heavy_y,1000,T-Learner (RF),6,0.5953432272455643,0.15532326003953958,success
heavy_y,1000,T-Learner (RF),7,0.7235303367019333,0.008874581758262223,success
heavy_y,1000,T-Learner (RF),8,0.5556687263082776,0.08640006453933782,success
heavy_y,1000,T-Learner (RF),9,0.752333405442563,0.051281266810244475,success
heavy_y,1000,X-Learner (RF),0,0.5694166545536675,0.020342226988895623,success
heavy_y,1000,X-Learner (RF),1,0.5974610084989299,0.017013933465351485,success
heavy_y,1000,X-Learner (RF),2,0.593823115708962,0.008868469961890243,success
heavy_y,1000,X-Learner (RF),3,0.5816486279016339,0.0007653252041415724,success
heavy_y,1000,X-Learner (RF),4,0.6246130373813019,0.052548598883290526,success
heavy_y,1000,X-Learner (RF),5,0.5940195110563807,0.0017548108646601097,success
heavy_y,1000,X-Learner (RF),6,0.5728465323253304,0.005256130629560642,success
heavy_y,1000,X-Learner (RF),7,0.5680603258079341,0.010750709255825436,success
heavy_y,1000,X-Learner (RF),8,0.577817365160922,0.009171668562415445,success
heavy_y,1000,X-Learner (RF),9,0.5953558528535685,0.020079147134040565,success
heavy_y,1000,T-Learner (LGBM),0,0.4887580409541285,0.05766760049651667,success
heavy_y,1000,T-Learner (LGBM),1,0.4844242164817765,0.04912951432024249,success
heavy_y,1000,T-Learner (LGBM),2,0.48126851294737727,0.06315347899477237,success
heavy_y,1000,T-Learner (LGBM),3,0.5248253569161021,0.09605864806485641,success
heavy_y,1000,T-Learner (LGBM),4,0.43756597337539777,0.03619432109012493,success
heavy_y,1000,T-Learner (LGBM),5,0.5720929429875702,0.2025971736993095,success
heavy_y,1000,T-Learner (LGBM),6,0.3949592157097963,0.020377715809921294,success
heavy_y,1000,T-Learner (LGBM),7,0.6742988816705076,0.10240644347838022,success
heavy_y,1000,T-Learner (LGBM),8,0.47963103869472523,0.06376864110218791,success
heavy_y,1000,T-Learner (LGBM),9,0.6085586541935897,0.07951648740388932,success
heavy_y,1000,X-Learner (LGBM),0,0.527469640810308,0.017341834941705426,success
heavy_y,1000,X-Learner (LGBM),1,0.5465333584781252,0.003207527711168598,success
heavy_y,1000,X-Learner (LGBM),2,0.5592620050407245,0.009861161447868284,success
heavy_y,1000,X-Learner (LGBM),3,0.5455085144708376,0.028386926876141035,success
heavy_y,1000,X-Learner (LGBM),4,0.5332830597336853,0.010076119945574367,success
heavy_y,1000,X-Learner (LGBM),5,0.5450263482169153,0.021198748153120943,success
heavy_y,1000,X-Learner (LGBM),6,0.5667380808539162,0.016756409679489888,success
heavy_y,1000,X-Learner (LGBM),7,0.553894252644869,0.0010103143441854362,success
heavy_y,1000,X-Learner (LGBM),8,0.5524959479017467,0.0015100807837202333,success
heavy_y,1000,X-Learner (LGBM),9,0.5495890151201063,0.009084316315964076,success
heavy_y,5000,Naive ATE,0,0.5681966616990671,0.05913588082107203,success
heavy_y,5000,Naive ATE,1,0.5554734485266447,0.00935681984676742,success
heavy_y,5000,Naive ATE,2,0.5658948721075259,0.08802887573165172,success
heavy_y,5000,Naive ATE,3,0.5594859261614095,0.06516007322550149,success
heavy_y,5000,Naive ATE,4,0.5725035019229044,0.0426175680876881,success
heavy_y,5000,Naive ATE,5,0.5547617493840168,0.0027106318898412612,success
heavy_y,5000,Naive ATE,6,0.5581302109125158,0.015784923824922237,success
heavy_y,5000,Naive ATE,7,0.5661232898097586,0.04289381495625739,success
heavy_y,5000,Naive ATE,8,0.5640281825226859,0.11623495576663137,success
heavy_y,5000,Naive ATE,9,0.5613941734088894,0.007250961477329449,success
heavy_y,5000,S-Learner (Linear),0,0.5618132020512734,0.03149204554522986,success
heavy_y,5000,S-Learner (Linear),1,0.5607410769994982,0.023199346213545424,success
heavy_y,5000,S-Learner (Linear),2,0.5621838013733538,0.02659065676006695,success
heavy_y,5000,S-Learner (Linear),3,0.5615086615400997,0.041021564792013444,success
heavy_y,5000,S-Learner (Linear),4,0.5532503872160656,0.006736143033503216,success
heavy_y,5000,S-Learner (Linear),5,0.5561872150498396,0.027543346245562216,success
heavy_y,5000,S-Learner (Linear),6,0.5604485400560776,0.024308820135826904,success
heavy_y,5000,S-Learner (Linear),7,0.5632741730941885,0.031219471693407004,success
heavy_y,5000,S-Learner (Linear),8,0.5581833336563868,0.02106854909690195,success
heavy_y,5000,S-Learner (Linear),9,0.5525407461512408,0.019677154062358572,success
heavy_y,5000,T-Learner (Linear),0,0.14128805852906343,0.025651452266976727,success
heavy_y,5000,T-Learner (Linear),1,0.1745244253802048,0.08122500518607083,success
heavy_y,5000,T-Learner (Linear),2,0.17857198133271607,0.040666191557827684,success
heavy_y,5000,T-Learner (Linear),3,0.15481640359025034,0.023805634833344805,success
heavy_y,5000,T-Learner (Linear),4,0.14382116293327318,0.09134459190134636,success
heavy_y,5000,T-Learner (Linear),5,0.1511214740641165,0.010914513466365783,success
heavy_y,5000,T-Learner (Linear),6,0.19430592510154973,0.0605152727539544,success
heavy_y,5000,T-Learner (Linear),7,0.159294273447842,0.03421176529906722,success
heavy_y,5000,T-Learner (Linear),8,0.19900767820850343,0.0035294778374180677,success
heavy_y,5000,T-Learner (Linear),9,0.120594190471512,0.031883388188160944,success
heavy_y,5000,X-Learner (Linear),0,0.5610936252532802,0.003093314519666708,success
heavy_y,5000,X-Learner (Linear),1,0.5650870775580037,0.01400756500153338,success
heavy_y,5000,X-Learner (Linear),2,0.5663050037197386,0.0018621025278853908,success
heavy_y,5000,X-Learner (Linear),3,0.5638832208948653,0.0018622832331576836,success
heavy_y,5000,X-Learner (Linear),4,0.5467354970308383,0.015317326824998652,success
heavy_y,5000,X-Learner (Linear),5,0.56885761655298,0.0021161956636879405,success
heavy_y,5000,X-Learner (Linear),6,0.5614546067335965,0.007032712980915839,success
heavy_y,5000,X-Learner (Linear),7,0.5630805591362348,0.003831180412840111,success
heavy_y,5000,X-Learner (Linear),8,0.5589525466026117,0.004073015480006394,success
heavy_y,5000,X-Learner (Linear),9,0.560151110436006,0.00043723290329638264,success
heavy_y,5000,T-Learner (RF),0,0.45128502244534785,0.02404943710949744,success
heavy_y,5000,T-Learner (RF),1,0.36821301326488054,0.10561570383855255,success
heavy_y,5000,T-Learner (RF),2,0.4036994464201177,0.030620512536889802,success
