dgp,n,model,rep,PEHE,ATE_Bias,status
nonlinear,1000,X-Learner (Linear),3,0.9151552623440375,0.4940212672061414,success
nonlinear,1000,X-Learner (Linear),4,0.9973737098778785,0.5301442674834852,success
nonlinear,1000,X-Learner (Linear),5,0.9340956743095042,0.5104441817498457,success
nonlinear,1000,X-Learner (Linear),6,0.9427527298856011,0.4851816168312775,success
nonlinear,1000,X-Learner (Linear),7,0.9738267834667156,0.4995622766248914,success
nonlinear,1000,X-Learner (Linear),8,0.957600119393463,0.5165369870100758,success
nonlinear,1000,X-Learner (Linear),9,0.8543868938407146,0.4681607527105059,success
nonlinear,1000,T-Learner (RF),0,0.4945613001063282,0.09262142923465116,success
nonlinear,1000,T-Learner (RF),1,0.4733462557311172,0.07701540707103116,success
nonlinear,1000,T-Learner (RF),2,0.5434169675689435,0.0374108815914323,success
nonlinear,1000,T-Learner (RF),3,0.5763488226678718,0.0896426684408691,success
nonlinear,1000,T-Learner (RF),4,0.538273558171306,0.0021483562874325957,success
nonlinear,1000,T-Learner (RF),5,0.5105235062800354,0.13252740534018848,success
nonlinear,1000,T-Learner (RF),6,0.5133301396684231,0.04818604735079002,success
nonlinear,1000,T-Learner (RF),7,0.5376014112379732,0.047513252416638285,success
nonlinear,1000,T-Learner (RF),8,0.5050118754453353,0.051096483341793175,success
nonlinear,1000,T-Learner (RF),9,0.5321111333472954,0.0034332315659905688,success
nonlinear,1000,X-Learner (RF),0,0.8757789026077925,0.5270775367850767,success
nonlinear,1000,X-Learner (RF),1,0.867955093641748,0.4979733793660808,success
nonlinear,1000,X-Learner (RF),2,0.8842766902385962,0.4936435659350456,success
nonlinear,1000,X-Learner (RF),3,0.8039662837819846,0.4740479553022637,success
nonlinear,1000,X-Learner (RF),4,0.8524049774481717,0.5044698426668948,success
nonlinear,1000,X-Learner (RF),5,0.8039088357980583,0.461077736847037,success
nonlinear,1000,X-Learner (RF),6,0.9893143468597022,0.5428415443145467,success
nonlinear,1000,X-Learner (RF),7,0.9780443762092392,0.5466835969539398,success
nonlinear,1000,X-Learner (RF),8,0.8747619172321378,0.4656194244882976,success
nonlinear,1000,X-Learner (RF),9,0.8668061502476332,0.4982196481980283,success
nonlinear,1000,T-Learner (LGBM),0,0.4857999949130617,0.03143527336373003,success
nonlinear,1000,T-Learner (LGBM),1,0.5436858514038772,0.02429936791887155,success
nonlinear,1000,T-Learner (LGBM),2,0.4267518570663155,0.011131449856081277,success
nonlinear,1000,T-Learner (LGBM),3,0.452143390418808,0.015621290280745992,success
nonlinear,1000,T-Learner (LGBM),4,0.4879411044188965,0.020318815712290328,success
nonlinear,1000,T-Learner (LGBM),5,0.5068152051867086,0.12370865920809843,success
nonlinear,1000,T-Learner (LGBM),6,0.4745792610149848,0.04357265606484001,success
nonlinear,1000,T-Learner (LGBM),7,0.461528238019165,0.06060596225587994,success
nonlinear,1000,T-Learner (LGBM),8,0.5455764729706736,0.04436166225514482,success
nonlinear,1000,T-Learner (LGBM),9,0.5171304919983246,0.04971402894233018,success
nonlinear,1000,X-Learner (LGBM),0,0.7864300292334212,0.45690500686607216,success
nonlinear,1000,X-Learner (LGBM),1,0.8734085123215233,0.5015802727733756,success
nonlinear,1000,X-Learner (LGBM),2,0.8459375314606286,0.47292047382327596,success
nonlinear,1000,X-Learner (LGBM),3,0.840184597377391,0.4542960029585683,success
nonlinear,1000,X-Learner (LGBM),4,0.8612079854283143,0.48949013781795947,success
nonlinear,1000,X-Learner (LGBM),5,0.9222857199884857,0.5147182824239647,success
nonlinear,1000,X-Learner (LGBM),6,0.9167798634000398,0.5052759709376535,success
nonlinear,1000,X-Learner (LGBM),7,0.80673114168702,0.45754362836963725,success
nonlinear,1000,X-Learner (LGBM),8,0.8203812748708597,0.4914394761542542,success
nonlinear,1000,X-Learner (LGBM),9,0.8634926318566906,0.4904639143083594,success
nonlinear,5000,Naive ATE,0,0.7614027586070391,0.06801250721931112,success
nonlinear,5000,Naive ATE,1,0.7991798409905847,0.04673568648591775,success
nonlinear,5000,Naive ATE,2,0.7487607460048058,0.03779348304421254,success
nonlinear,5000,Naive ATE,3,0.7998163979941337,0.0522888145387338,success
nonlinear,5000,Naive ATE,4,0.79244601186588,0.0631164084624713,success
nonlinear,5000,Naive ATE,5,0.7530453936456897,0.0032588475861823896,success
nonlinear,5000,Naive ATE,6,0.804260832793794,0.05114740010577529,success
nonlinear,5000,Naive ATE,7,0.7769651572645904,0.013873822018551418,success
nonlinear,5000,Naive ATE,8,0.7848432382165446,0.02850529461563478,success
nonlinear,5000,Naive ATE,9,0.7710511773749746,0.06655365985077644,success
nonlinear,5000,S-Learner (Linear),0,0.8118442283248092,0.05302526733991175,success
nonlinear,5000,S-Learner (Linear),1,0.7837093873145982,0.05199951715706724,success
nonlinear,5000,S-Learner (Linear),2,0.76812508246329,0.057842119761296995,success
nonlinear,5000,S-Learner (Linear),3,0.8013045238875314,0.021848936703241728,success
nonlinear,5000,S-Learner (Linear),4,0.7892130095101123,0.009883076005829772,success
nonlinear,5000,S-Learner (Linear),5,0.7875422241930482,0.03560878498643388,success
nonlinear,5000,S-Learner (Linear),6,0.7711756384402284,0.044742500337829894,success
nonlinear,5000,S-Learner (Linear),7,0.7826228005651135,0.026913787650823418,success
nonlinear,5000,S-Learner (Linear),8,0.7767245738181724,0.005276029623157097,success
nonlinear,5000,S-Learner (Linear),9,0.7659626298503773,0.05156147240954101,success
nonlinear,5000,T-Learner (Linear),0,0.7178733245321666,0.014851714761111245,success
nonlinear,5000,T-Learner (Linear),1,0.7527715624040686,0.026179211072725528,success
nonlinear,5000,T-Learner (Linear),2,0.7048512312078254,0.015568066102648659,success
nonlinear,5000,T-Learner (Linear),3,0.7253486267729506,0.031145543716705526,success
nonlinear,5000,T-Learner (Linear),4,0.7012589620488835,0.013610396425669413,success
nonlinear,5000,T-Learner (Linear),5,0.7323979069093318,0.061999302118273814,success
nonlinear,5000,T-Learner (Linear),6,0.7456958868246922,0.0006302297450241356,success
nonlinear,5000,T-Learner (Linear),7,0.6980685104036343,0.00104734886015867,success
nonlinear,5000,T-Learner (Linear),8,0.6905756903804912,0.01622805648466391,success
nonlinear,5000,T-Learner (Linear),9,0.7615423736915616,0.015719044465145715,success
nonlinear,5000,X-Learner (Linear),0,0.95879603417028,0.5083823377729264,success
nonlinear,5000,X-Learner (Linear),1,0.9092453651106507,0.4836463648285777,success
nonlinear,5000,X-Learner (Linear),2,0.928141573678017,0.4916906682932657,success
nonlinear,5000,X-Learner (Linear),3,0.9127557606352513,0.49513944832530543,success
nonlinear,5000,X-Learner (Linear),4,0.9533148063067084,0.5230973973533048,success
nonlinear,5000,X-Learner (Linear),5,0.9224165007761583,0.5040418825008124,success
nonlinear,5000,X-Learner (Linear),6,0.9250669032757185,0.4949769270825178,success
nonlinear,5000,X-Learner (Linear),7,0.9296588159606193,0.5085735640457184,success
nonlinear,5000,X-Learner (Linear),8,0.9542945308822546,0.5079353070942296,success
nonlinear,5000,X-Learner (Linear),9,0.9274069666940146,0.5014923980182148,success
nonlinear,5000,T-Learner (RF),0,0.4995422215883279,0.007944522063943249,success
nonlinear,5000,T-Learner (RF),1,0.5282130340172925,0.0018122958915327003,success
nonlinear,5000,T-Learner (RF),2,0.4804926550215265,0.002339578432624667,success
nonlinear,5000,T-Learner (RF),3,0.49343606088678327,0.0069433992113684395,success
nonlinear,5000,T-Learner (RF),4,0.5365933881449735,0.0353785228542135,success
nonlinear,5000,T-Learner (RF),5,0.5792006669243894,0.0043869359515879,success
nonlinear,5000,T-Learner (RF),6,0.49002518634629877,0.015386044162394474,success
nonlinear,5000,T-Learner (RF),7,0.542396419940476,0.004355708592154617,success
nonlinear,5000,T-Learner (RF),8,0.5403560004577571,0.04652999167352212,success
nonlinear,5000,T-Learner (RF),9,0.5507927233074799,0.02140645446905659,success
nonlinear,5000,X-Learner (RF),0,0.8538770495261137,0.49625251270416276,success
nonlinear,5000,X-Learner (RF),1,0.8680037828459879,0.49064608362918316,success
nonlinear,5000,X-Learner (RF),2,0.8494431660200257,0.5004928879023312,success
nonlinear,5000,X-Learner (RF),3,0.8504261473731767,0.5077121198547404,success
nonlinear,5000,X-Learner (RF),4,0.8301654080676761,0.49228031557605184,success
nonlinear,5000,X-Learner (RF),5,0.8824478301875339,0.5117041181540111,success
nonlinear,5000,X-Learner (RF),6,0.836016829598303,0.4966651261894332,success
nonlinear,5000,X-Learner (RF),7,0.842442584318556,0.48967776979814004,success
nonlinear,5000,X-Learner (RF),8,0.8659126711967452,0.48367764358783494,success
nonlinear,5000,X-Learner (RF),9,0.847352245973469,0.5030486530408906,success
nonlinear,5000,T-Learner (LGBM),0,0.38942198368149944,0.00827988041770461,success
nonlinear,5000,T-Learner (LGBM),1,0.3523223324752093,0.0023155144935849137,success
nonlinear,5000,T-Learner (LGBM),2,0.3822939173654863,0.04422671195634775,success
nonlinear,5000,T-Learner (LGBM),3,0.36332818858638866,0.06939569182118199,success
nonlinear,5000,T-Learner (LGBM),4,0.3579677813401864,0.010928453059782739,success
nonlinear,5000,T-Learner (LGBM),5,0.3444985231599009,0.007516010340502088,success
nonlinear,5000,T-Learner (LGBM),6,0.3886558706476822,0.0016438464437301126,success
nonlinear,5000,T-Learner (LGBM),7,0.3727194588379118,0.0791197659952605,success
nonlinear,5000,T-Learner (LGBM),8,0.3576967621340307,0.016154484172360595,success
nonlinear,5000,T-Learner (LGBM),9,0.3852732502139043,0.03397644804739558,success
nonlinear,5000,X-Learner (LGBM),0,0.8696354651323901,0.5082905066124921,success
nonlinear,5000,X-Learner (LGBM),1,0.8753269093615573,0.4926371511011242,success
nonlinear,5000,X-Learner (LGBM),2,0.8851018261354185,0.5059442379364809,success
nonlinear,5000,X-Learner (LGBM),3,0.8618992425692734,0.49898207306489845,success
nonlinear,5000,X-Learner (LGBM),4,0.8731363795197316,0.4991125238755313,success
nonlinear,5000,X-Learner (LGBM),5,0.8723921800123425,0.4892201176580358,success
nonlinear,5000,X-Learner (LGBM),6,0.864695950553434,0.48180082973066396,success
nonlinear,5000,X-Learner (LGBM),7,0.8671674347803544,0.4942162688292649,success
nonlinear,5000,X-Learner (LGBM),8,0.8753421703407839,0.5104022601728573,success
nonlinear,5000,X-Learner (LGBM),9,0.8815568482646803,0.5028469370374636,success
sparse,500,Naive ATE,0,0.5356661275227711,0.17268927033656178,success
sparse,500,Naive ATE,1,0.5204286004663667,0.13175324909488415,success
sparse,500,Naive ATE,2,0.5466476667127045,0.19320348686218888,success
sparse,500,Naive ATE,3,0.5520955139969504,0.18601437627875167,success
sparse,500,Naive ATE,4,0.487763874420843,0.01238542255977575,success
sparse,500,Naive ATE,5,0.47598998559433103,0.09521229572287346,success
sparse,500,Naive ATE,6,0.505279014952361,0.05778619354745672,success
sparse,500,Naive ATE,7,0.5338837865302948,0.19878578562958718,success
sparse,500,Naive ATE,8,0.5145383874375563,0.1444434373488245,success
sparse,500,Naive ATE,9,0.4918180321664194,0.08977411452036266,success
sparse,500,S-Learner (Linear),0,0.5393113020255371,0.13110651918599855,success
sparse,500,S-Learner (Linear),1,0.5027559345274898,0.07328709817436503,success
sparse,500,S-Learner (Linear),2,0.4920487031620438,0.004496599194333322,success
sparse,500,S-Learner (Linear),3,0.5250240377476681,0.08931606275391031,success
sparse,500,S-Learner (Linear),4,0.49588638587675327,0.033358152143962226,success
sparse,500,S-Learner (Linear),5,0.502186587382045,0.08013475926238259,success
sparse,500,S-Learner (Linear),6,0.5027235121829804,0.07019105467893479,success
sparse,500,S-Learner (Linear),7,0.5075482681855704,0.022066354500818983,success
sparse,500,S-Learner (Linear),8,0.4859518739888138,0.034869455601778024,success
sparse,500,S-Learner (Linear),9,0.49194862963946684,0.1440807585532606,success
sparse,500,T-Learner (Linear),0,0.32748453219594725,0.11104489411014212,success
sparse,500,T-Learner (Linear),1,0.22245083159852996,0.0823715357481761,success
sparse,500,T-Learner (Linear),2,0.2561576191782248,0.044566489098794765,success
sparse,500,T-Learner (Linear),3,0.32017903096672073,0.04797853011763855,success
sparse,500,T-Learner (Linear),4,0.20643149933949428,0.08511008542087403,success
sparse,500,T-Learner (Linear),5,0.23137720924356822,0.009491996594492095,success
sparse,500,T-Learner (Linear),6,0.30869657156412145,0.09442274788993912,success
sparse,500,T-Learner (Linear),7,0.35169916995619827,0.1653837693204515,success
sparse,500,T-Learner (Linear),8,0.36411827730616686,0.05403833543601946,success
sparse,500,T-Learner (Linear),9,0.31128798107777034,0.1854239521744273,success
sparse,500,X-Learner (Linear),0,0.4814977097968966,0.009415135637999592,success
sparse,500,X-Learner (Linear),1,0.5299651859995633,0.002831661306868166,success
sparse,500,X-Learner (Linear),2,0.4988616596396825,0.0006026178070775898,success
sparse,500,X-Learner (Linear),3,0.5216779408554236,0.0051385663704854295,success
sparse,500,X-Learner (Linear),4,0.5112538288884273,0.027318786661254035,success
sparse,500,X-Learner (Linear),5,0.5061573171237274,0.018563363292334236,success
sparse,500,X-Learner (Linear),6,0.4905649447595055,0.03273713556862696,success
sparse,500,X-Learner (Linear),7,0.5230489030728711,0.03596411018829905,success
sparse,500,X-Learner (Linear),8,0.49189329507676877,0.015500675742776086,success
sparse,500,X-Learner (Linear),9,0.49110316349671956,0.0025936258823120316,success
sparse,500,T-Learner (RF),0,0.39833838419328116,0.0330917304617612,success
sparse,500,T-Learner (RF),1,0.45142738504051183,0.18324492088102498,success
sparse,500,T-Learner (RF),2,0.39382949916408644,0.06304669059478385,success
sparse,500,T-Learner (RF),3,0.3921489236201502,0.07163919763692027,success
sparse,500,T-Learner (RF),4,0.5451025720173565,0.012820990774917745,success
sparse,500,T-Learner (RF),5,0.386418314354097,0.0025096861492041912,success
sparse,500,T-Learner (RF),6,0.4752599624736043,0.04429217659095215,success
sparse,500,T-Learner (RF),7,0.3518227430888741,0.03868409883400312,success
sparse,500,T-Learner (RF),8,0.4382446973346687,0.032540199502701775,success
sparse,500,T-Learner (RF),9,0.35849242755128974,0.010285475741829274,success
sparse,500,X-Learner (RF),0,0.5211518560353544,0.0015357191455001272,success
sparse,500,X-Learner (RF),1,0.5153130522498302,0.0034714254932838103,success
sparse,500,X-Learner (RF),2,0.48648358870835867,0.021123077827674565,success
sparse,500,X-Learner (RF),3,0.5217618273339454,0.027833057861918895,success
sparse,500,X-Learner (RF),4,0.5211038569466035,0.0028789340406066297,success
sparse,500,X-Learner (RF),5,0.5283168028476305,0.026570384673346097,success
sparse,500,X-Learner (RF),6,0.5318288280846672,0.03521598543901142,success
sparse,500,X-Learner (RF),7,0.521280059732414,0.009964265635109196,success
sparse,500,X-Learner (RF),8,0.5149869790470147,0.026374687903244962,success
sparse,500,X-Learner (RF),9,0.5187164227385733,0.031501540213826514,success
sparse,500,T-Learner (LGBM),0,0.4521296546926946,0.17207288470163057,success
sparse,500,T-Learner (LGBM),1,0.3380811687726505,0.03223513750029086,success
sparse,500,T-Learner (LGBM),2,0.3612854389223051,0.06682450519493399,success
sparse,500,T-Learner (LGBM),3,0.40052733605939955,0.12219207795908037,success
sparse,500,T-Learner (LGBM),4,0.49161098310584006,0.017152609016851915,success
sparse,500,T-Learner (LGBM),5,0.441073940521894,0.10592753862638579,success
sparse,500,T-Learner (LGBM),6,0.39574121362268094,0.04697876962740431,success
sparse,500,T-Learner (LGBM),7,0.40698168616855884,0.06848354607361011,success
sparse,500,T-Learner (LGBM),8,0.489483165587527,0.03650524338211636,success
sparse,500,T-Learner (LGBM),9,0.4221245156240574,0.09123753735908235,success
sparse,500,X-Learner (LGBM),0,0.5146488726495562,0.027850591837669768,success
sparse,500,X-Learner (LGBM),1,0.5280812973570378,0.019753739103304843,success
sparse,500,X-Learner (LGBM),2,0.48630745671246683,0.015019079453698922,success
sparse,500,X-Learner (LGBM),3,0.5053240814005581,0.0013230301260516695,success
sparse,500,X-Learner (LGBM),4,0.48351231533343786,0.012905540302001707,success
sparse,500,X-Learner (LGBM),5,0.49923348230409953,0.010959157339842682,success
sparse,500,X-Learner (LGBM),6,0.4865474564734529,0.009895822943198365,success
sparse,500,X-Learner (LGBM),7,0.446183309710984,0.02654097711833682,success
sparse,500,X-Learner (LGBM),8,0.46978034592828105,0.0019034474481586777,success
sparse,500,X-Learner (LGBM),9,0.48162218279195695,0.0036070376074786685,success
sparse,1000,Naive ATE,0,0.4891085293399508,0.04126449484865677,success
sparse,1000,Naive ATE,1,0.5197788636164367,0.11011067280707575,success
sparse,1000,Naive ATE,2,0.4964919850604372,0.06901437681641427,success
sparse,1000,Naive ATE,3,0.5007297796536935,0.026671346475196752,success
sparse,1000,Naive ATE,4,0.5188543126810882,0.10001931025145987,success
sparse,1000,Naive ATE,5,0.5174088018633426,0.07761412612788908,success
sparse,1000,Naive ATE,6,0.4920138017060717,0.06593416681594837,success
sparse,1000,Naive ATE,7,0.5011555218317063,0.03408876191686855,success
sparse,1000,Naive ATE,8,0.4992755066892728,0.027023321095127777,success
sparse,1000,Naive ATE,9,0.5284028074755253,0.13389742938750854,success
sparse,1000,S-Learner (Linear),0,0.513352390577345,0.009321681396830853,success
sparse,1000,S-Learner (Linear),1,0.5025798124513714,0.04129637261299538,success
sparse,1000,S-Learner (Linear),2,0.4981475856042286,0.11147176135869918,success
sparse,1000,S-Learner (Linear),3,0.48598416996898314,0.02659106011786425,success
sparse,1000,S-Learner (Linear),4,0.5465219649659849,0.23469064343680937,success
sparse,1000,S-Learner (Linear),5,0.4924543228440917,0.01706175392720974,success
sparse,1000,S-Learner (Linear),6,0.485193447671709,0.043341384728042,success
sparse,1000,S-Learner (Linear),7,0.4827639706597092,0.08235545685465806,success
sparse,1000,S-Learner (Linear),8,0.49956295084452035,0.004324766205050994,success
sparse,1000,S-Learner (Linear),9,0.5105304106421811,0.08541307396443001,success
sparse,1000,T-Learner (Linear),0,0.24397914704625812,0.11693834675220025,success
sparse,1000,T-Learner (Linear),1,0.1954627626959064,0.0144417265244328,success
sparse,1000,T-Learner (Linear),2,0.24564742440190176,0.16626575277622088,success
sparse,1000,T-Learner (Linear),3,0.16019716336551013,0.04705279007535839,success
sparse,1000,T-Learner (Linear),4,0.26708418604690254,0.12544827231731526,success
sparse,1000,T-Learner (Linear),5,0.2201828012794661,0.08353911010584458,success
sparse,1000,T-Learner (Linear),6,0.14081116420898454,0.04904470496641143,success
sparse,1000,T-Learner (Linear),7,0.2155847064712802,0.010175241193434293,success
sparse,1000,T-Learner (Linear),8,0.1662798011159093,0.0328740689017973,success
sparse,1000,T-Learner (Linear),9,0.290908492430684,0.13948964627211485,success
sparse,1000,X-Learner (Linear),0,0.5110764265047201,0.009304983834289828,success
sparse,1000,X-Learner (Linear),1,0.5217158375656991,0.004228046933019807,success
sparse,1000,X-Learner (Linear),2,0.48956473937324807,0.013211251901263607,success
sparse,1000,X-Learner (Linear),3,0.5100410730607943,0.01616358724636703,success
sparse,1000,X-Learner (Linear),4,0.4843540233926535,0.027565437760343557,success
sparse,1000,X-Learner (Linear),5,0.5094861387799369,0.014331320645488116,success
sparse,1000,X-Learner (Linear),6,0.4765365646442252,0.016707907530342177,success
sparse,1000,X-Learner (Linear),7,0.4759564054955159,0.013945056428576654,success
sparse,1000,X-Learner (Linear),8,0.49374791259511064,0.01279633845670522,success
sparse,1000,X-Learner (Linear),9,0.5152576231280099,0.022144285564572447,success
sparse,1000,T-Learner (RF),0,0.31296723096263185,0.04080613264888761,success
sparse,1000,T-Learner (RF),1,0.291814415176024,0.10251547107441815,success
sparse,1000,T-Learner (RF),2,0.34317048041893605,0.0025710314331732174,success
sparse,1000,T-Learner (RF),3,0.2940591533922862,0.10652726331823628,success
sparse,1000,T-Learner (RF),4,0.3286012155199859,0.07816918666357742,success
sparse,1000,T-Learner (RF),5,0.39136310949671715,0.031984872850281336,success
sparse,1000,T-Learner (RF),6,0.34010406084483125,0.03370700807462025,success
sparse,1000,T-Learner (RF),7,0.33457534799496463,0.06950320328654372,success
sparse,1000,T-Learner (RF),8,0.26488148938281764,0.053939781042461665,success
sparse,1000,T-Learner (RF),9,0.31128287700627977,0.004521021059831933,success
sparse,1000,X-Learner (RF),0,0.5228016659201965,0.0024767378253026523,success
sparse,1000,X-Learner (RF),1,0.5021925939076518,0.013132144241456525,success
sparse,1000,X-Learner (RF),2,0.5123921703780128,0.02289880929339366,success
sparse,1000,X-Learner (RF),3,0.5079444732998404,0.009493544270230664,success
sparse,1000,X-Learner (RF),4,0.5030278739444127,0.0024911451976901856,success
sparse,1000,X-Learner (RF),5,0.5106157036580694,0.02898682837541345,success
sparse,1000,X-Learner (RF),6,0.5217814925647499,0.005895477767828132,success
sparse,1000,X-Learner (RF),7,0.49687086323093776,0.0037415856655849487,success
sparse,1000,X-Learner (RF),8,0.5267032037447316,0.008034815705292271,success
sparse,1000,X-Learner (RF),9,0.5314861188761225,0.021172609115168918,success
sparse,1000,T-Learner (LGBM),0,0.34271667642640863,0.12055883943157493,success
sparse,1000,T-Learner (LGBM),1,0.33660205143183763,0.045419656177844485,success
sparse,1000,T-Learner (LGBM),2,0.33349104761509635,0.008837166417939298,success
sparse,1000,T-Learner (LGBM),3,0.28160001283895697,0.0925844793458184,success
sparse,1000,T-Learner (LGBM),4,0.29912472049519495,0.030090403405266048,success
sparse,1000,T-Learner (LGBM),5,0.3689085762952586,0.06634724226584776,success
sparse,1000,T-Learner (LGBM),6,0.33246728251116253,0.0007710757831668067,success
sparse,1000,T-Learner (LGBM),7,0.34685802579889635,0.06259958863067404,success
sparse,1000,T-Learner (LGBM),8,0.32524986957520513,0.015799051339337535,success
sparse,1000,T-Learner (LGBM),9,0.32861396258689796,0.01593787130445135,success
sparse,1000,X-Learner (LGBM),0,0.4730766497092563,0.007587903920330351,success
sparse,1000,X-Learner (LGBM),1,0.4894733351762213,0.0059635626813228015,success
sparse,1000,X-Learner (LGBM),2,0.49548280632706976,0.02139023871690988,success
sparse,1000,X-Learner (LGBM),3,0.4933835621514598,0.03138955604098278,success
sparse,1000,X-Learner (LGBM),4,0.48864920949213,0.004195705154241674,success
sparse,1000,X-Learner (LGBM),5,0.5000629448528454,0.03924249225738442,success
sparse,1000,X-Learner (LGBM),6,0.49378411512148024,0.025894834183781457,success
sparse,1000,X-Learner (LGBM),7,0.47975116313491656,0.0035768660107165316,success
sparse,1000,X-Learner (LGBM),8,0.48043869030448244,0.004965755144429597,success
sparse,1000,X-Learner (LGBM),9,0.4798074562335395,0.01794811938910144,success
sparse,5000,Naive ATE,0,0.4978464459603819,0.0017857482623825699,success
sparse,5000,Naive ATE,1,0.501697029102978,0.0197921861310373,success
sparse,5000,Naive ATE,2,0.5026162927741072,0.06098665509986149,success
sparse,5000,Naive ATE,3,0.4996689697929905,0.002827551790460585,success
sparse,5000,Naive ATE,4,0.5009975367063759,0.02044281722793266,success
sparse,5000,Naive ATE,5,0.513318489277301,0.041127125944416046,success
sparse,5000,Naive ATE,6,0.5021279524546044,0.011406480181068136,success
sparse,5000,Naive ATE,7,0.507344559673764,0.016406275887196523,success
sparse,5000,Naive ATE,8,0.49657212061649897,0.039927314897302876,success
sparse,5000,Naive ATE,9,0.49930125113439167,0.0066136853218105324,success
sparse,5000,S-Learner (Linear),0,0.5142609074350175,0.0484648819066408,success
sparse,5000,S-Learner (Linear),1,0.4994918010297471,0.02392962996869751,success
sparse,5000,S-Learner (Linear),2,0.5012443381087204,0.0270653618111223,success
sparse,5000,S-Learner (Linear),3,0.5032088208714357,0.022505654715814866,success
sparse,5000,S-Learner (Linear),4,0.5029542529435636,0.033804238626588747,success
sparse,5000,S-Learner (Linear),5,0.5010768262913191,0.012456685160215733,success
sparse,5000,S-Learner (Linear),6,0.4952563971219748,0.006700961351156653,success
sparse,5000,S-Learner (Linear),7,0.5002561829671751,0.02877070110054709,success
sparse,5000,S-Learner (Linear),8,0.5027527139439616,0.027567689462558144,success
sparse,5000,S-Learner (Linear),9,0.5036177131746115,0.027387616723976296,success
sparse,5000,T-Learner (Linear),0,0.0953666459329891,0.04828495151316052,success
sparse,5000,T-Learner (Linear),1,0.06962371696061681,0.03274649810652847,success
sparse,5000,T-Learner (Linear),2,0.12060432953810683,0.025094079065804596,success
sparse,5000,T-Learner (Linear),3,0.07117348001807518,0.000758568635353089,success
sparse,5000,T-Learner (Linear),4,0.08629248453062528,0.037617569837993484,success
sparse,5000,T-Learner (Linear),5,0.09468843188117758,7.013651942028472e-05,success
sparse,5000,T-Learner (Linear),6,0.10132389336590651,0.019336696733376603,success
sparse,5000,T-Learner (Linear),7,0.10018103374969185,0.021774320301508616,success
sparse,5000,T-Learner (Linear),8,0.09248849023139097,0.006557185987218881,success
sparse,5000,T-Learner (Linear),9,0.07639287310142405,0.013859846611474899,success
sparse,5000,X-Learner (Linear),0,0.4969697209996038,0.0005379156521386821,success
sparse,5000,X-Learner (Linear),1,0.5022966622144568,0.004701484095029656,success
sparse,5000,X-Learner (Linear),2,0.5004238448173994,0.0070218962211426855,success
sparse,5000,X-Learner (Linear),3,0.49292510326190186,0.0013008975879158114,success
sparse,5000,X-Learner (Linear),4,0.4912341606136469,0.008779149790795594,success
sparse,5000,X-Learner (Linear),5,0.4966618596008622,0.0026430123215605773,success
sparse,5000,X-Learner (Linear),6,0.5000652332692517,0.00837327691374456,success
sparse,5000,X-Learner (Linear),7,0.49962423108159965,0.01335779323232684,success
sparse,5000,X-Learner (Linear),8,0.49472298415001964,0.009767942272820457,success
sparse,5000,X-Learner (Linear),9,0.5057423533411857,0.008847076827399056,success
sparse,5000,T-Learner (RF),0,0.19330125833675285,0.03515418495790858,success
sparse,5000,T-Learner (RF),1,0.2789625314518738,0.03146254896634944,success
sparse,5000,T-Learner (RF),2,0.25726697316944885,0.040448736138949504,success
sparse,5000,T-Learner (RF),3,0.29031821352497733,0.007963028272025333,success
sparse,5000,T-Learner (RF),4,0.26647100722151057,0.02086202758979403,success
sparse,5000,T-Learner (RF),5,0.25254971374064883,0.01870149269636345,success
sparse,5000,T-Learner (RF),6,0.203839508842888,0.028017723557117482,success
sparse,5000,T-Learner (RF),7,0.25976329833903844,0.039786424695318526,success
sparse,5000,T-Learner (RF),8,0.27146729947131754,0.04446843088249394,success
sparse,5000,T-Learner (RF),9,0.24812791328753347,0.0033042542131830263,success
sparse,5000,X-Learner (RF),0,0.5067814097659282,0.011986525519683653,success
sparse,5000,X-Learner (RF),1,0.5037585802750798,0.018732179888046596,success
sparse,5000,X-Learner (RF),2,0.501833616543194,0.0032746214180374676,success
sparse,5000,X-Learner (RF),3,0.5087724302764367,0.026893290364395046,success
sparse,5000,X-Learner (RF),4,0.502818698272151,0.00662669996951247,success
sparse,5000,X-Learner (RF),5,0.5125968185337297,0.003576606985094011,success
sparse,5000,X-Learner (RF),6,0.5104910669764022,0.013833313826295397,success
sparse,5000,X-Learner (RF),7,0.5139304341455047,0.0010883847772444155,success
sparse,5000,X-Learner (RF),8,0.5150793463404574,0.012748015748098501,success
sparse,5000,X-Learner (RF),9,0.5252690026440106,0.02178440287815115,success
sparse,5000,T-Learner (LGBM),0,0.20119566421489232,0.008710110450917966,success
sparse,5000,T-Learner (LGBM),1,0.20420898358284942,0.01045549744759433,success
sparse,5000,T-Learner (LGBM),2,0.17282574167006984,0.025557719188682125,success
sparse,5000,T-Learner (LGBM),3,0.16939244404581333,0.0006431445535146699,success
sparse,5000,T-Learner (LGBM),4,0.20681723113585468,0.02677888537424553,success
sparse,5000,T-Learner (LGBM),5,0.18927835055406148,0.04118124388334718,success
sparse,5000,T-Learner (LGBM),6,0.22025938382541652,0.02680560509189367,success
sparse,5000,T-Learner (LGBM),7,0.17481050707043705,0.007317161412136715,success
sparse,5000,T-Learner (LGBM),8,0.18100988224358416,0.034517857321440935,success
sparse,5000,T-Learner (LGBM),9,0.17220335999074599,0.025271418633693213,success
