dgp,n,tau_scale,assignment,model,rep,PEHE,ATE_Bias,RMSE,Coverage,Runtime,status
linear,500,0.1,random,Naive ATE,0,0.11264194881684782,0.021347369413885726,0.11264194881684782,0.0,9.608268737792969e-05,success
linear,500,0.1,random,Naive ATE,1,0.18073316663413802,0.14221892302081768,0.18073316663413802,0.0,3.0040740966796875e-05,success
linear,500,0.1,random,Naive ATE,2,0.18085434411567308,0.14258718323874847,0.18085434411567308,0.0,2.3365020751953125e-05,success
linear,500,0.1,random,Naive ATE,3,0.2167696947535909,0.1846492153747926,0.2167696947535909,0.0,3.24249267578125e-05,success
linear,500,0.1,random,Naive ATE,4,0.2242000501462631,0.1938504645755004,0.2242000501462631,0.0,2.2649765014648438e-05,success
linear,500,0.1,random,Naive ATE,5,0.21214899552811844,0.17780885824675227,0.21214899552811844,0.0,2.1696090698242188e-05,success
linear,500,0.1,random,Naive ATE,6,0.16038110126003044,0.1203347277801984,0.16038110126003044,0.0,2.193450927734375e-05,success
linear,500,0.1,random,Naive ATE,7,0.13341026131460249,0.07499120937533967,0.13341026131460249,0.0,2.4557113647460938e-05,success
linear,500,0.1,random,Naive ATE,8,0.11567159420060022,0.004672709999213749,0.11567159420060022,0.0,2.3603439331054688e-05,success
linear,500,0.1,random,Naive ATE,9,0.11500414313551202,0.030266395172959013,0.11500414313551202,0.0,2.4557113647460938e-05,success
linear,500,0.1,random,Stratified ATE,0,0.2553228717505985,0.015100082831508425,0.2553228717505985,0.976,0.00043892860412597656,success
linear,500,0.1,random,Stratified ATE,1,0.16307208513402213,0.06401015687950273,0.16307208513402213,0.848,0.00030803680419921875,success
linear,500,0.1,random,Stratified ATE,2,0.14661587311432162,0.10626968558059068,0.14661587311432162,0.794,0.00030732154846191406,success
linear,500,0.1,random,Stratified ATE,3,0.14333943203320063,0.06461037892302854,0.14333943203320063,0.23,0.0003132820129394531,success
linear,500,0.1,random,Stratified ATE,4,0.2547490655105812,0.2000587178470774,0.2547490655105812,0.804,0.0003001689910888672,success
linear,500,0.1,random,Stratified ATE,5,0.16848787004122726,0.05752309596585841,0.16848787004122726,0.874,0.00028204917907714844,success
linear,500,0.1,random,Stratified ATE,6,0.1752633687332432,0.043615151296191555,0.1752633687332432,0.994,0.00028777122497558594,success
linear,500,0.1,random,Stratified ATE,7,0.24474151633478888,0.2054046475427836,0.24474151633478888,0.782,0.00027871131896972656,success
linear,500,0.1,random,Stratified ATE,8,0.24193535131361443,0.035994048429680056,0.24193535131361443,0.754,0.00027871131896972656,success
linear,500,0.1,random,Stratified ATE,9,0.3156830519492483,0.049756774902167025,0.3156830519492483,1.0,0.0002865791320800781,success
linear,500,0.1,random,Linear + Interactions,0,,,,,9.059906005859375e-06,error
linear,500,0.1,random,Linear + Interactions,1,,,,,3.814697265625e-06,error
linear,500,0.1,random,Linear + Interactions,2,,,,,2.6226043701171875e-06,error
linear,500,0.1,random,Linear + Interactions,3,,,,,2.384185791015625e-06,error
linear,500,0.1,random,Linear + Interactions,4,,,,,2.86102294921875e-06,error
linear,500,0.1,random,Linear + Interactions,5,,,,,2.86102294921875e-06,error
linear,500,0.1,random,Linear + Interactions,6,,,,,2.6226043701171875e-06,error
linear,500,0.1,random,Linear + Interactions,7,,,,,3.0994415283203125e-06,error
linear,500,0.1,random,Linear + Interactions,8,,,,,3.5762786865234375e-06,error
linear,500,0.1,random,Linear + Interactions,9,,,,,2.384185791015625e-06,error
linear,500,0.1,random,S-Learner (Linear),0,0.2335595593057981,0.20548141347352908,0.2335595593057981,0.0,0.0063495635986328125,success
linear,500,0.1,random,S-Learner (Linear),1,0.20829320687510874,0.17280884313525477,0.20829320687510874,0.0,0.0007123947143554688,success
linear,500,0.1,random,S-Learner (Linear),2,0.15907661303847978,0.10465177364278241,0.15907661303847978,0.0,0.0006144046783447266,success
linear,500,0.1,random,S-Learner (Linear),3,0.1362263937753097,0.07129537576200494,0.1362263937753097,0.0,0.0006153583526611328,success
linear,500,0.1,random,S-Learner (Linear),4,0.11078522099812999,0.014132339396623218,0.11078522099812999,0.0,0.0005538463592529297,success
linear,500,0.1,random,S-Learner (Linear),5,0.18211346662662398,0.14141592881345877,0.18211346662662398,0.0,0.0005662441253662109,success
linear,500,0.1,random,S-Learner (Linear),6,0.12415638144971394,0.05438592982860516,0.12415638144971394,0.0,0.0005536079406738281,success
linear,500,0.1,random,S-Learner (Linear),7,0.15266803695288744,0.11119242624495979,0.15266803695288744,0.0,0.0005769729614257812,success
linear,500,0.1,random,S-Learner (Linear),8,0.12182449380018712,0.04217927158449812,0.12182449380018712,0.0,0.0005586147308349609,success
linear,500,0.1,random,S-Learner (Linear),9,0.11484628606549419,0.042921428102318075,0.11484628606549419,0.0,0.0005428791046142578,success
linear,500,0.1,random,T-Learner (Linear),0,0.3384927613135819,0.028381942653037402,0.3384927613135819,0.968,0.0008780956268310547,success
linear,500,0.1,random,T-Learner (Linear),1,0.2905207301328176,0.06853576566236366,0.2905207301328176,0.976,0.0008592605590820312,success
linear,500,0.1,random,T-Learner (Linear),2,0.19372247508759277,0.017266909623117,0.19372247508759277,0.898,0.0009026527404785156,success
linear,500,0.1,random,T-Learner (Linear),3,0.18952363851148862,0.01746912048356921,0.18952363851148862,0.984,0.0008711814880371094,success
linear,500,0.1,random,T-Learner (Linear),4,0.23260373079185048,0.06175059768696545,0.23260373079185048,0.988,0.0008718967437744141,success
linear,500,0.1,random,T-Learner (Linear),5,0.30436209455620933,0.03118061442316517,0.30436209455620933,0.934,0.0008447170257568359,success
linear,500,0.1,random,T-Learner (Linear),6,0.33101026090089386,0.05080602080598682,0.33101026090089386,0.976,0.0008542537689208984,success
linear,500,0.1,random,T-Learner (Linear),7,0.3057741211700061,0.08694301574326745,0.3057741211700061,0.93,0.0010144710540771484,success
linear,500,0.1,random,T-Learner (Linear),8,0.25061732973625134,0.05490426212794047,0.25061732973625134,0.984,0.001058816909790039,success
linear,500,0.1,random,T-Learner (Linear),9,0.3202817636055149,0.0017626999360329265,0.3202817636055149,0.98,0.0008697509765625,success
linear,500,0.1,random,X-Learner (Linear),0,0.11236823782678607,0.0017221767277160738,0.11236823782678607,0.0,0.003342866897583008,success
linear,500,0.1,random,X-Learner (Linear),1,0.11385582454363063,0.006573269175135988,0.11385582454363063,0.0,0.0033588409423828125,success
linear,500,0.1,random,X-Learner (Linear),2,0.11479906152244664,0.0017548081085873332,0.11479906152244664,0.0,0.020047903060913086,success
linear,500,0.1,random,X-Learner (Linear),3,0.11193239601388798,0.0073494527442526745,0.11193239601388798,0.0,0.0031423568725585938,success
linear,500,0.1,random,X-Learner (Linear),4,0.11506966200195612,0.009163809811141716,0.11506966200195612,0.0,0.0027608871459960938,success
linear,500,0.1,random,X-Learner (Linear),5,0.1009616258486905,0.015804122697418533,0.1009616258486905,0.0,0.0031185150146484375,success
linear,500,0.1,random,X-Learner (Linear),6,0.11412081505036024,0.002187272720184358,0.11412081505036024,0.0,0.002813577651977539,success
linear,500,0.1,random,X-Learner (Linear),7,0.11770828866007316,0.0065805440896952415,0.11770828866007316,0.0,0.0032355785369873047,success
linear,500,0.1,random,X-Learner (Linear),8,0.11104091105416383,0.00034082030431145736,0.11104091105416383,0.0,0.002797842025756836,success
linear,500,0.1,random,X-Learner (Linear),9,0.12282611216030034,0.0012139544810135451,0.12282611216030034,0.0,0.003117084503173828,success
linear,500,0.1,random,T-Learner (RF),0,,,,,3.218650817871094e-05,error
linear,500,0.1,random,T-Learner (RF),1,,,,,5.9604644775390625e-06,error
linear,500,0.1,random,T-Learner (RF),2,,,,,1.0013580322265625e-05,error
linear,500,0.1,random,T-Learner (RF),3,,,,,4.0531158447265625e-06,error
linear,500,0.1,random,T-Learner (RF),4,,,,,4.0531158447265625e-06,error
linear,500,0.1,random,T-Learner (RF),5,,,,,4.0531158447265625e-06,error
linear,500,0.1,random,T-Learner (RF),6,,,,,4.291534423828125e-06,error
linear,500,0.1,random,T-Learner (RF),7,,,,,7.867813110351562e-06,error
linear,500,0.1,random,T-Learner (RF),8,,,,,4.0531158447265625e-06,error
linear,500,0.1,random,T-Learner (RF),9,,,,,4.5299530029296875e-06,error
linear,500,0.1,random,X-Learner (RF),0,,,,,3.814697265625e-06,error
linear,500,0.1,random,X-Learner (RF),1,,,,,4.0531158447265625e-06,error
linear,500,0.1,random,X-Learner (RF),2,,,,,3.814697265625e-06,error
linear,500,0.1,random,X-Learner (RF),3,,,,,3.5762786865234375e-06,error
linear,500,0.1,random,X-Learner (RF),4,,,,,3.5762786865234375e-06,error
linear,500,0.1,random,X-Learner (RF),5,,,,,3.337860107421875e-06,error
linear,500,0.1,random,X-Learner (RF),6,,,,,3.0994415283203125e-06,error
linear,500,0.1,random,X-Learner (RF),7,,,,,3.337860107421875e-06,error
linear,500,0.1,random,X-Learner (RF),8,,,,,3.0994415283203125e-06,error
linear,500,0.1,random,X-Learner (RF),9,,,,,3.5762786865234375e-06,error
linear,500,0.1,random,T-Learner (LGBM),0,0.38905673572142385,0.0392398430700929,0.38905673572142385,0.958,0.0106201171875,success
linear,500,0.1,random,T-Learner (LGBM),1,0.4684937262396987,0.03499125876978294,0.4684937262396987,0.946,0.008442163467407227,success
linear,500,0.1,random,T-Learner (LGBM),2,0.46295769400555153,0.0300573959171259,0.46295769400555153,0.95,0.008516073226928711,success
linear,500,0.1,random,T-Learner (LGBM),3,0.5076955732304219,0.042571921968368925,0.5076955732304219,0.95,0.07261919975280762,success
linear,500,0.1,random,T-Learner (LGBM),4,0.4332184996296561,0.07142653746591296,0.4332184996296561,0.968,0.008516550064086914,success
linear,500,0.1,random,T-Learner (LGBM),5,0.40896341864059627,0.0347317002409175,0.40896341864059627,0.944,0.008203268051147461,success
linear,500,0.1,random,T-Learner (LGBM),6,0.46938298923478344,0.05353452565704957,0.46938298923478344,0.958,0.008431673049926758,success
linear,500,0.1,random,T-Learner (LGBM),7,0.4369400128465992,0.06132839431873682,0.4369400128465992,0.95,0.008414983749389648,success
linear,500,0.1,random,T-Learner (LGBM),8,0.41861530547573533,0.04758615874763975,0.41861530547573533,0.944,0.008282661437988281,success
linear,500,0.1,random,T-Learner (LGBM),9,0.4527842419080951,0.1733669769307593,0.4527842419080951,0.952,0.00824594497680664,success
linear,500,0.1,random,X-Learner (LGBM),0,0.1548241543287906,0.004774929049868133,0.1548241543287906,0.862,0.01761460304260254,success
linear,500,0.1,random,X-Learner (LGBM),1,0.14660471673357353,0.005449643142041386,0.14660471673357353,0.808,0.043270111083984375,success
linear,500,0.1,random,X-Learner (LGBM),2,0.15494614330274104,0.013782622034958128,0.15494614330274104,0.8,0.08619379997253418,success
linear,500,0.1,random,X-Learner (LGBM),3,0.17338931584355655,0.006937175674880222,0.17338931584355655,0.866,0.01714015007019043,success
linear,500,0.1,random,X-Learner (LGBM),4,0.16848149710835142,0.0050512078965249466,0.16848149710835142,0.822,0.0921316146850586,success
linear,500,0.1,random,X-Learner (LGBM),5,0.15518991446924452,0.006321242829180038,0.15518991446924452,0.826,0.01733255386352539,success
linear,500,0.1,random,X-Learner (LGBM),6,0.16509291549470043,0.013500400619395218,0.16509291549470043,0.758,0.08116459846496582,success
linear,500,0.1,random,X-Learner (LGBM),7,0.16638550882342665,0.006698401222359591,0.16638550882342665,0.856,0.09250402450561523,success
linear,500,0.1,random,X-Learner (LGBM),8,0.17152048620566124,0.014597739627773292,0.17152048620566124,0.814,0.017874479293823242,success
linear,500,0.1,random,X-Learner (LGBM),9,0.1438111245655832,0.0009023500139183839,0.1438111245655832,0.866,0.093994140625,success
linear,500,0.1,random,LinearDML,0,,,,,0.08462142944335938,error
linear,500,0.1,random,LinearDML,1,,,,,0.009383440017700195,error
linear,500,0.1,random,LinearDML,2,,,,,0.08997654914855957,error
linear,500,0.1,random,LinearDML,3,,,,,0.008654117584228516,error
linear,500,0.1,random,LinearDML,4,,,,,0.09095072746276855,error
linear,500,0.1,random,LinearDML,5,,,,,0.008836746215820312,error
linear,500,0.1,random,LinearDML,6,,,,,0.008718013763427734,error
linear,500,0.1,random,LinearDML,7,,,,,0.09078693389892578,error
linear,500,0.1,random,LinearDML,8,,,,,0.009134769439697266,error
linear,500,0.1,random,LinearDML,9,,,,,0.08766889572143555,error
linear,500,0.1,random,CausalForestDML,0,,,,,0.13849568367004395,error
linear,500,0.1,random,CausalForestDML,1,,,,,0.07969331741333008,error
linear,500,0.1,random,CausalForestDML,2,,,,,0.07506132125854492,error
linear,500,0.1,random,CausalForestDML,3,,,,,0.05484294891357422,error
linear,500,0.1,random,CausalForestDML,4,,,,,0.07410860061645508,error
linear,500,0.1,random,CausalForestDML,5,,,,,0.07598495483398438,error
linear,500,0.1,random,CausalForestDML,6,,,,,0.0549464225769043,error
linear,500,0.1,random,CausalForestDML,7,,,,,0.07494330406188965,error
linear,500,0.1,random,CausalForestDML,8,,,,,0.07514548301696777,error
linear,500,0.1,random,CausalForestDML,9,,,,,0.05474281311035156,error
linear,500,0.1,propensity,Naive ATE,0,0.2055082548610844,0.17075712458409825,0.2055082548610844,0.0,5.1975250244140625e-05,success
linear,500,0.1,propensity,Naive ATE,1,0.37414262043342456,0.35771336718201413,0.37414262043342456,0.0,2.7894973754882812e-05,success
linear,500,0.1,propensity,Naive ATE,2,0.14817380784128012,0.10002662429140946,0.14817380784128012,0.0,2.5272369384765625e-05,success
linear,500,0.1,propensity,Naive ATE,3,0.359769868803347,0.3408226483335819,0.359769868803347,0.0,2.574920654296875e-05,success
linear,500,0.1,propensity,Naive ATE,4,0.40348740756714874,0.3881926382468977,0.40348740756714874,0.0,2.384185791015625e-05,success
linear,500,0.1,propensity,Naive ATE,5,0.15141924791000097,0.10195019489002356,0.15141924791000097,0.0,2.3365020751953125e-05,success
linear,500,0.1,propensity,Naive ATE,6,0.18763749840416274,0.15262897821734747,0.18763749840416274,0.0,2.3126602172851562e-05,success
linear,500,0.1,propensity,Naive ATE,7,0.25537737741160615,0.22840901535887842,0.25537737741160615,0.0,2.47955322265625e-05,success
linear,500,0.1,propensity,Naive ATE,8,0.1491280437749338,0.09945393554212095,0.1491280437749338,0.0,2.574920654296875e-05,success
linear,500,0.1,propensity,Naive ATE,9,0.2034831230365838,0.17407407327507676,0.2034831230365838,0.0,2.4080276489257812e-05,success
linear,500,0.1,propensity,Stratified ATE,0,0.13646902548483203,0.10624711053898377,0.13646902548483203,0.828,0.0003819465637207031,success
linear,500,0.1,propensity,Stratified ATE,1,0.3983611618559343,0.23297605726449505,0.3983611618559343,0.79,0.00030350685119628906,success
linear,500,0.1,propensity,Stratified ATE,2,0.15652471796316247,0.030489923814706332,0.15652471796316247,0.678,0.0002841949462890625,success
linear,500,0.1,propensity,Stratified ATE,3,0.2776488302450956,0.11883498698308982,0.2776488302450956,0.744,0.0003101825714111328,success
linear,500,0.1,propensity,Stratified ATE,4,0.2484234072809081,0.12245418185287346,0.2484234072809081,0.67,0.000286102294921875,success
linear,500,0.1,propensity,Stratified ATE,5,0.38635155124153453,0.34388585512385195,0.38635155124153453,0.452,0.0002982616424560547,success
linear,500,0.1,propensity,Stratified ATE,6,0.23505857324618165,0.10484101972602028,0.23505857324618165,0.78,0.00027751922607421875,success
linear,500,0.1,propensity,Stratified ATE,7,0.21231489289992073,0.01975302711867844,0.21231489289992073,1.0,0.0002872943878173828,success
linear,500,0.1,propensity,Stratified ATE,8,0.32587211722175746,0.24058794578142917,0.32587211722175746,0.884,0.0002760887145996094,success
linear,500,0.1,propensity,Stratified ATE,9,0.23834851914429542,0.11127722130004969,0.23834851914429542,0.778,0.00028324127197265625,success
linear,500,0.1,propensity,Linear + Interactions,0,,,,,9.059906005859375e-06,error
linear,500,0.1,propensity,Linear + Interactions,1,,,,,3.814697265625e-06,error
linear,500,0.1,propensity,Linear + Interactions,2,,,,,3.0994415283203125e-06,error
linear,500,0.1,propensity,Linear + Interactions,3,,,,,2.86102294921875e-06,error
linear,500,0.1,propensity,Linear + Interactions,4,,,,,3.0994415283203125e-06,error
linear,500,0.1,propensity,Linear + Interactions,5,,,,,3.814697265625e-06,error
linear,500,0.1,propensity,Linear + Interactions,6,,,,,2.6226043701171875e-06,error
linear,500,0.1,propensity,Linear + Interactions,7,,,,,3.814697265625e-06,error
linear,500,0.1,propensity,Linear + Interactions,8,,,,,3.0994415283203125e-06,error
linear,500,0.1,propensity,Linear + Interactions,9,,,,,2.6226043701171875e-06,error
linear,500,0.1,propensity,S-Learner (Linear),0,0.12169232253498054,0.05628943106934784,0.12169232253498054,0.0,0.0007717609405517578,success
linear,500,0.1,propensity,S-Learner (Linear),1,0.16046887194029344,0.11899338189378422,0.16046887194029344,0.0,0.0006036758422851562,success
linear,500,0.1,propensity,S-Learner (Linear),2,0.11321029464042329,0.0011656588750457355,0.11321029464042329,0.0,0.0005970001220703125,success
linear,500,0.1,propensity,S-Learner (Linear),3,0.11322232671119911,0.0257866594521378,0.11322232671119911,0.0,0.0005855560302734375,success
linear,500,0.1,propensity,S-Learner (Linear),4,0.12355519367893274,0.04553944733308152,0.12355519367893274,0.0,0.0005791187286376953,success
linear,500,0.1,propensity,S-Learner (Linear),5,0.16125084279620566,0.11568931459829879,0.16125084279620566,0.0,0.02164316177368164,success
linear,500,0.1,propensity,S-Learner (Linear),6,0.10809394666748771,0.015172387707143027,0.10809394666748771,0.0,0.0006108283996582031,success
linear,500,0.1,propensity,S-Learner (Linear),7,0.12049595854348759,0.03336083018420551,0.12049595854348759,0.0,0.0005524158477783203,success
linear,500,0.1,propensity,S-Learner (Linear),8,0.152734220699022,0.10587014111012141,0.152734220699022,0.0,0.0005486011505126953,success
linear,500,0.1,propensity,S-Learner (Linear),9,0.10494113988170935,0.008351571515231145,0.10494113988170935,0.0,0.0005857944488525391,success
linear,500,0.1,propensity,T-Learner (Linear),0,0.3676411958789318,0.08384708964296479,0.3676411958789318,0.98,0.0009198188781738281,success
linear,500,0.1,propensity,T-Learner (Linear),1,0.3453398917689035,0.13960878417298003,0.3453398917689035,0.948,0.0008852481842041016,success
linear,500,0.1,propensity,T-Learner (Linear),2,0.312034417818338,0.07760729759661625,0.312034417818338,0.918,0.0008883476257324219,success
linear,500,0.1,propensity,T-Learner (Linear),3,0.26471806614978627,0.10843512505008818,0.26471806614978627,0.944,0.0008764266967773438,success
linear,500,0.1,propensity,T-Learner (Linear),4,0.2840261880116016,0.06164130866950059,0.2840261880116016,0.974,0.0008716583251953125,success
linear,500,0.1,propensity,T-Learner (Linear),5,0.22207786583863454,0.0019592003368282835,0.22207786583863454,0.942,0.0008649826049804688,success
linear,500,0.1,propensity,T-Learner (Linear),6,0.23627628696311398,0.04673730575512792,0.23627628696311398,0.986,0.0008945465087890625,success
linear,500,0.1,propensity,T-Learner (Linear),7,0.2259320421672526,0.0015042097838478862,0.2259320421672526,0.982,0.0008673667907714844,success
linear,500,0.1,propensity,T-Learner (Linear),8,0.3558593062857411,0.23839937683893622,0.3558593062857411,0.876,0.0008649826049804688,success
linear,500,0.1,propensity,T-Learner (Linear),9,0.32557132577272035,0.21458872144270785,0.32557132577272035,0.95,0.0008823871612548828,success
linear,500,0.1,propensity,X-Learner (Linear),0,0.11068625214844194,0.001635461882900177,0.11068625214844194,0.0,0.0029091835021972656,success
linear,500,0.1,propensity,X-Learner (Linear),1,0.10934967840123033,0.008284797894507806,0.10934967840123033,0.0,0.0031235218048095703,success
linear,500,0.1,propensity,X-Learner (Linear),2,0.1140129480005666,0.0011926200375619823,0.1140129480005666,0.0,0.003124237060546875,success
linear,500,0.1,propensity,X-Learner (Linear),3,0.11264990094622905,0.0006419532580459174,0.11264990094622905,0.0,0.0030624866485595703,success
linear,500,0.1,propensity,X-Learner (Linear),4,0.1193110284764855,0.0010468049456830864,0.1193110284764855,0.0,0.0030524730682373047,success
linear,500,0.1,propensity,X-Learner (Linear),5,0.11311087954101641,0.0020553895747944598,0.11311087954101641,0.0,0.0033273696899414062,success
linear,500,0.1,propensity,X-Learner (Linear),6,0.11369107297913227,0.007843915377748749,0.11369107297913227,0.0,0.0031518936157226562,success
linear,500,0.1,propensity,X-Learner (Linear),7,0.11166883652310079,0.008099763642821972,0.11166883652310079,0.0,0.003168821334838867,success
linear,500,0.1,propensity,X-Learner (Linear),8,0.1115118481714799,0.004589618893366054,0.1115118481714799,0.0,0.0031402111053466797,success
linear,500,0.1,propensity,X-Learner (Linear),9,0.11207659093746511,0.008124606733052842,0.11207659093746511,0.0,0.0031294822692871094,success
linear,500,0.1,propensity,T-Learner (RF),0,,,,,1.5020370483398438e-05,error
linear,500,0.1,propensity,T-Learner (RF),1,,,,,6.198883056640625e-06,error
linear,500,0.1,propensity,T-Learner (RF),2,,,,,4.76837158203125e-06,error
linear,500,0.1,propensity,T-Learner (RF),3,,,,,4.5299530029296875e-06,error
linear,500,0.1,propensity,T-Learner (RF),4,,,,,5.7220458984375e-06,error
linear,500,0.1,propensity,T-Learner (RF),5,,,,,4.5299530029296875e-06,error
linear,500,0.1,propensity,T-Learner (RF),6,,,,,5.245208740234375e-06,error
linear,500,0.1,propensity,T-Learner (RF),7,,,,,4.76837158203125e-06,error
linear,500,0.1,propensity,T-Learner (RF),8,,,,,4.5299530029296875e-06,error
linear,500,0.1,propensity,T-Learner (RF),9,,,,,4.291534423828125e-06,error
linear,500,0.1,propensity,X-Learner (RF),0,,,,,1.9788742065429688e-05,error
linear,500,0.1,propensity,X-Learner (RF),1,,,,,7.3909759521484375e-06,error
linear,500,0.1,propensity,X-Learner (RF),2,,,,,5.0067901611328125e-06,error
linear,500,0.1,propensity,X-Learner (RF),3,,,,,3.814697265625e-06,error
linear,500,0.1,propensity,X-Learner (RF),4,,,,,3.5762786865234375e-06,error
linear,500,0.1,propensity,X-Learner (RF),5,,,,,4.76837158203125e-06,error
linear,500,0.1,propensity,X-Learner (RF),6,,,,,3.814697265625e-06,error
linear,500,0.1,propensity,X-Learner (RF),7,,,,,4.76837158203125e-06,error
linear,500,0.1,propensity,X-Learner (RF),8,,,,,3.814697265625e-06,error
linear,500,0.1,propensity,X-Learner (RF),9,,,,,3.5762786865234375e-06,error
linear,500,0.1,propensity,T-Learner (LGBM),0,0.49674020326565677,0.04499085449224074,0.49674020326565677,0.97,0.01024937629699707,success
linear,500,0.1,propensity,T-Learner (LGBM),1,0.4024327715030261,0.01325059212831927,0.4024327715030261,0.948,0.008603334426879883,success
linear,500,0.1,propensity,T-Learner (LGBM),2,0.469602574202914,0.04600851972917419,0.469602574202914,0.934,0.00837564468383789,success
linear,500,0.1,propensity,T-Learner (LGBM),3,0.4178892065489944,0.005184014866591036,0.4178892065489944,0.946,0.07153058052062988,success
linear,500,0.1,propensity,T-Learner (LGBM),4,0.4561001351572816,0.0672636153103979,0.4561001351572816,0.952,0.008968591690063477,success
linear,500,0.1,propensity,T-Learner (LGBM),5,0.469562497360668,0.03318728509074011,0.469562497360668,0.98,0.010063409805297852,success
linear,500,0.1,propensity,T-Learner (LGBM),6,0.49097908748178437,0.1089926657689236,0.49097908748178437,0.97,0.008489131927490234,success
linear,500,0.1,propensity,T-Learner (LGBM),7,0.4715155825859737,0.02994192007179997,0.4715155825859737,0.946,0.008341789245605469,success
linear,500,0.1,propensity,T-Learner (LGBM),8,0.47888277325910167,0.12703496141935575,0.47888277325910167,0.924,0.008296012878417969,success
linear,500,0.1,propensity,T-Learner (LGBM),9,0.4807217662691021,0.19306113563825392,0.4807217662691021,0.942,0.008082151412963867,success
linear,500,0.1,propensity,X-Learner (LGBM),0,0.17013568630838383,0.017660320103739253,0.17013568630838383,0.842,0.04482746124267578,success
linear,500,0.1,propensity,X-Learner (LGBM),1,0.16145859049349434,0.00025671938006667223,0.16145859049349434,0.86,0.10069799423217773,success
linear,500,0.1,propensity,X-Learner (LGBM),2,0.17462789128677622,0.0098411621951363,0.17462789128677622,0.842,0.01868462562561035,success
linear,500,0.1,propensity,X-Learner (LGBM),3,0.1726932402424715,0.01788682987538203,0.1726932402424715,0.882,0.09219741821289062,success
linear,500,0.1,propensity,X-Learner (LGBM),4,0.15029165783188933,0.014559230555569814,0.15029165783188933,0.858,0.0920095443725586,success
linear,500,0.1,propensity,X-Learner (LGBM),5,0.16236803262957866,0.024990571582586447,0.16236803262957866,0.882,0.017504453659057617,success
linear,500,0.1,propensity,X-Learner (LGBM),6,0.14521179163421327,0.010692389062815184,0.14521179163421327,0.878,0.09015560150146484,success
linear,500,0.1,propensity,X-Learner (LGBM),7,0.16057389241168452,0.0017458986729149391,0.16057389241168452,0.894,0.09816169738769531,success
linear,500,0.1,propensity,X-Learner (LGBM),8,0.1579718034731321,0.0014101385521528697,0.1579718034731321,0.864,0.09212875366210938,success
linear,500,0.1,propensity,X-Learner (LGBM),9,0.16429750822940906,0.009275504207309035,0.16429750822940906,0.856,0.0982811450958252,success
linear,500,0.1,propensity,LinearDML,0,,,,,0.008431434631347656,error
linear,500,0.1,propensity,LinearDML,1,,,,,0.00796198844909668,error
linear,500,0.1,propensity,LinearDML,2,,,,,0.08603072166442871,error
linear,500,0.1,propensity,LinearDML,3,,,,,0.007729530334472656,error
linear,500,0.1,propensity,LinearDML,4,,,,,0.08895421028137207,error
linear,500,0.1,propensity,LinearDML,5,,,,,0.007790565490722656,error
linear,500,0.1,propensity,LinearDML,6,,,,,0.08900976181030273,error
linear,500,0.1,propensity,LinearDML,7,,,,,0.007745504379272461,error
linear,500,0.1,propensity,LinearDML,8,,,,,0.0077517032623291016,error
linear,500,0.1,propensity,LinearDML,9,,,,,0.08902597427368164,error
linear,500,0.1,propensity,CausalForestDML,0,,,,,0.13595294952392578,error
linear,500,0.1,propensity,CausalForestDML,1,,,,,0.08068513870239258,error
linear,500,0.1,propensity,CausalForestDML,2,,,,,0.05461287498474121,error
linear,500,0.1,propensity,CausalForestDML,3,,,,,0.07505583763122559,error
linear,500,0.1,propensity,CausalForestDML,4,,,,,0.07351350784301758,error
linear,500,0.1,propensity,CausalForestDML,5,,,,,0.07505679130554199,error
linear,500,0.1,propensity,CausalForestDML,6,,,,,0.05473160743713379,error
linear,500,0.1,propensity,CausalForestDML,7,,,,,0.0748293399810791,error
linear,500,0.1,propensity,CausalForestDML,8,,,,,0.07527470588684082,error
linear,500,0.1,propensity,CausalForestDML,9,,,,,0.05465888977050781,error
linear,500,0.5,random,Naive ATE,0,0.5704172119676167,0.10639631282223949,0.5704172119676167,0.0,5.745887756347656e-05,success
linear,500,0.5,random,Naive ATE,1,0.5979714210305357,0.2766723453082987,0.5979714210305357,0.0,2.5272369384765625e-05,success
linear,500,0.5,random,Naive ATE,2,0.5686043072668647,0.10468625666654066,0.5686043072668647,0.0,2.3365020751953125e-05,success
linear,500,0.5,random,Naive ATE,3,0.5633425373713545,0.0907585506817497,0.5633425373713545,0.0,2.2172927856445312e-05,success
linear,500,0.5,random,Naive ATE,4,0.5676374869739074,0.1671322020993466,0.5676374869739074,0.0,2.2649765014648438e-05,success
linear,500,0.5,random,Naive ATE,5,0.5878888574025539,0.18068377426846713,0.5878888574025539,0.0,2.47955322265625e-05,success
linear,500,0.5,random,Naive ATE,6,0.5603395295875025,0.08297191460661064,0.5603395295875025,0.0,2.5033950805664062e-05,success
linear,500,0.5,random,Naive ATE,7,0.6107824768161101,0.2203664066958549,0.6107824768161101,0.0,2.2172927856445312e-05,success
linear,500,0.5,random,Naive ATE,8,0.5589607655416111,0.08672372848605267,0.5589607655416111,0.0,2.1457672119140625e-05,success
linear,500,0.5,random,Naive ATE,9,0.5679455922562211,0.0863139902443482,0.5679455922562211,0.0,2.1457672119140625e-05,success
linear,500,0.5,random,Stratified ATE,0,0.45619668492436055,0.26221697863251836,0.45619668492436055,0.902,0.0003743171691894531,success
linear,500,0.5,random,Stratified ATE,1,0.3392959224818508,0.0007178463776654331,0.3392959224818508,0.926,0.00029087066650390625,success
